left,right,jaccard
pg_advanced-relations_currency_of_china_5f7eab15f6,pg_advanced-relations_currency_of_australia_80a7f6c5db,0.8360655737704918
pg_advanced-relations_currency_of_egypt_2aa6f6b245,pg_advanced-relations_currency_of_australia_80a7f6c5db,0.8211382113821138
pg_advanced-relations_currency_of_greece_5271d6caa5,pg_advanced-relations_currency_of_australia_80a7f6c5db,0.8145161290322581
pg_advanced-relations_currency_of_austria_7085672d43,pg_advanced-relations_currency_of_australia_80a7f6c5db,0.9152542372881356
pg_advanced-relations_currency_of_portugal_b90f53430d,pg_advanced-relations_currency_of_australia_80a7f6c5db,0.8015873015873016
pg_advanced-relations_currency_of_england_e7ba626416,pg_advanced-relations_currency_of_australia_80a7f6c5db,0.808
pg_advanced-relations_currency_of_france_65941ae64c,pg_advanced-relations_currency_of_ireland_e58176e68a,0.8278688524590164
pg_advanced-relations_currency_of_germany_412ed359b5,pg_advanced-relations_currency_of_ireland_e58176e68a,0.8211382113821138
pg_advanced-relations_currency_of_italy_bc632c5878,pg_advanced-relations_currency_of_ireland_e58176e68a,0.85
pg_advanced-relations_currency_of_spain_f52a807d64,pg_advanced-relations_currency_of_ireland_e58176e68a,0.8347107438016529
pg_advanced-relations_currency_of_japan_e41f393b98,pg_advanced-relations_currency_of_ireland_e58176e68a,0.8347107438016529
pg_advanced-relations_currency_of_china_5f7eab15f6,pg_advanced-relations_currency_of_ireland_e58176e68a,0.8347107438016529
pg_advanced-relations_currency_of_egypt_2aa6f6b245,pg_advanced-relations_currency_of_ireland_e58176e68a,0.8347107438016529
pg_advanced-relations_currency_of_greece_5271d6caa5,pg_advanced-relations_currency_of_ireland_e58176e68a,0.8278688524590164
pg_advanced-relations_currency_of_austria_7085672d43,pg_advanced-relations_currency_of_ireland_e58176e68a,0.8211382113821138
pg_advanced-relations_currency_of_portugal_b90f53430d,pg_advanced-relations_currency_of_ireland_e58176e68a,0.8145161290322581
pg_advanced-relations_currency_of_england_e7ba626416,pg_advanced-relations_currency_of_ireland_e58176e68a,0.8823529411764706
pg_advanced-relations_currency_of_switzerland_64a5623d83,pg_advanced-relations_currency_of_ireland_e58176e68a,0.8536585365853658
pg_advanced-relations_currency_of_australia_80a7f6c5db,pg_advanced-relations_currency_of_ireland_e58176e68a,0.808
pg_advanced-relations_currency_of_france_65941ae64c,pg_advanced-relations_currency_of_finland_1630366350,0.8429752066115702
pg_advanced-relations_currency_of_germany_412ed359b5,pg_advanced-relations_currency_of_finland_1630366350,0.8211382113821138
pg_advanced-relations_currency_of_italy_bc632c5878,pg_advanced-relations_currency_of_finland_1630366350,0.8347107438016529
pg_advanced-relations_currency_of_spain_f52a807d64,pg_advanced-relations_currency_of_finland_1630366350,0.8347107438016529
pg_advanced-relations_currency_of_japan_e41f393b98,pg_advanced-relations_currency_of_finland_1630366350,0.8347107438016529
pg_advanced-relations_currency_of_china_5f7eab15f6,pg_advanced-relations_currency_of_finland_1630366350,0.8347107438016529
pg_advanced-relations_currency_of_egypt_2aa6f6b245,pg_advanced-relations_currency_of_finland_1630366350,0.8347107438016529
pg_advanced-relations_currency_of_greece_5271d6caa5,pg_advanced-relations_currency_of_finland_1630366350,0.8278688524590164
pg_advanced-relations_currency_of_austria_7085672d43,pg_advanced-relations_currency_of_finland_1630366350,0.8211382113821138
pg_advanced-relations_currency_of_portugal_b90f53430d,pg_advanced-relations_currency_of_finland_1630366350,0.8145161290322581
pg_advanced-relations_currency_of_england_e7ba626416,pg_advanced-relations_currency_of_finland_1630366350,0.8823529411764706
pg_advanced-relations_currency_of_switzerland_64a5623d83,pg_advanced-relations_currency_of_finland_1630366350,0.8536585365853658
pg_advanced-relations_currency_of_australia_80a7f6c5db,pg_advanced-relations_currency_of_finland_1630366350,0.808
pg_advanced-relations_currency_of_ireland_e58176e68a,pg_advanced-relations_currency_of_finland_1630366350,0.8823529411764706
pg_advanced-relations_currency_of_france_65941ae64c,pg_advanced-relations_currency_of_brazil_f313f37597,0.8347107438016529
pg_advanced-relations_currency_of_germany_412ed359b5,pg_advanced-relations_currency_of_brazil_f313f37597,0.8278688524590164
pg_advanced-relations_currency_of_italy_bc632c5878,pg_advanced-relations_currency_of_brazil_f313f37597,0.8416666666666667
pg_advanced-relations_currency_of_spain_f52a807d64,pg_advanced-relations_currency_of_brazil_f313f37597,0.8416666666666667
pg_advanced-relations_currency_of_japan_e41f393b98,pg_advanced-relations_currency_of_brazil_f313f37597,0.8416666666666667
pg_advanced-relations_currency_of_china_5f7eab15f6,pg_advanced-relations_currency_of_brazil_f313f37597,0.8416666666666667
pg_advanced-relations_currency_of_egypt_2aa6f6b245,pg_advanced-relations_currency_of_brazil_f313f37597,0.8416666666666667
pg_advanced-relations_currency_of_greece_5271d6caa5,pg_advanced-relations_currency_of_brazil_f313f37597,0.8347107438016529
pg_advanced-relations_currency_of_austria_7085672d43,pg_advanced-relations_currency_of_brazil_f313f37597,0.8278688524590164
pg_advanced-relations_currency_of_portugal_b90f53430d,pg_advanced-relations_currency_of_brazil_f313f37597,0.8360655737704918
pg_advanced-relations_currency_of_england_e7ba626416,pg_advanced-relations_currency_of_brazil_f313f37597,0.8278688524590164
pg_advanced-relations_currency_of_switzerland_64a5623d83,pg_advanced-relations_currency_of_brazil_f313f37597,0.8015873015873016
pg_advanced-relations_currency_of_australia_80a7f6c5db,pg_advanced-relations_currency_of_brazil_f313f37597,0.8145161290322581
pg_advanced-relations_currency_of_ireland_e58176e68a,pg_advanced-relations_currency_of_brazil_f313f37597,0.8278688524590164
pg_advanced-relations_currency_of_finland_1630366350,pg_advanced-relations_currency_of_brazil_f313f37597,0.8278688524590164
pg_advanced-relations_currency_of_france_65941ae64c,pg_advanced-relations_currency_of_korea_e44292ab62,0.8416666666666667
pg_advanced-relations_currency_of_germany_412ed359b5,pg_advanced-relations_currency_of_korea_e44292ab62,0.8347107438016529
pg_advanced-relations_currency_of_italy_bc632c5878,pg_advanced-relations_currency_of_korea_e44292ab62,0.8487394957983193
pg_advanced-relations_currency_of_spain_f52a807d64,pg_advanced-relations_currency_of_korea_e44292ab62,0.8487394957983193
pg_advanced-relations_currency_of_japan_e41f393b98,pg_advanced-relations_currency_of_korea_e44292ab62,0.8487394957983193
pg_advanced-relations_currency_of_china_5f7eab15f6,pg_advanced-relations_currency_of_korea_e44292ab62,0.864406779661017
pg_advanced-relations_currency_of_egypt_2aa6f6b245,pg_advanced-relations_currency_of_korea_e44292ab62,0.8487394957983193
pg_advanced-relations_currency_of_greece_5271d6caa5,pg_advanced-relations_currency_of_korea_e44292ab62,0.8416666666666667
pg_advanced-relations_currency_of_austria_7085672d43,pg_advanced-relations_currency_of_korea_e44292ab62,0.85
pg_advanced-relations_currency_of_portugal_b90f53430d,pg_advanced-relations_currency_of_korea_e44292ab62,0.8278688524590164
pg_advanced-relations_currency_of_england_e7ba626416,pg_advanced-relations_currency_of_korea_e44292ab62,0.8347107438016529
pg_advanced-relations_currency_of_switzerland_64a5623d83,pg_advanced-relations_currency_of_korea_e44292ab62,0.808
pg_advanced-relations_currency_of_australia_80a7f6c5db,pg_advanced-relations_currency_of_korea_e44292ab62,0.8360655737704918
pg_advanced-relations_currency_of_ireland_e58176e68a,pg_advanced-relations_currency_of_korea_e44292ab62,0.8347107438016529
pg_advanced-relations_currency_of_finland_1630366350,pg_advanced-relations_currency_of_korea_e44292ab62,0.8347107438016529
pg_advanced-relations_currency_of_brazil_f313f37597,pg_advanced-relations_currency_of_korea_e44292ab62,0.8416666666666667
pg_advanced-relations_capital_of_iran_d414fe437f,pg_advanced-relations_capital_of_iraq_0b7f316b45,0.8461538461538461
pg_advanced-relations_language_of_iran_9cf0397b61,pg_advanced-relations_language_of_iraq_720c1888b4,0.8518518518518519
pg_advanced-relations_continent_of_iran_10fe7f9f51,pg_advanced-relations_continent_of_iraq_922f36a6b6,0.8571428571428571
pg_advanced-relations_currency_of_france_65941ae64c,pg_advanced-relations_currency_of_netherlands_b634706f9c,0.8015873015873016
pg_advanced-relations_currency_of_italy_bc632c5878,pg_advanced-relations_currency_of_netherlands_b634706f9c,0.808
pg_advanced-relations_currency_of_spain_f52a807d64,pg_advanced-relations_currency_of_netherlands_b634706f9c,0.808
pg_advanced-relations_currency_of_japan_e41f393b98,pg_advanced-relations_currency_of_netherlands_b634706f9c,0.808
pg_advanced-relations_currency_of_china_5f7eab15f6,pg_advanced-relations_currency_of_netherlands_b634706f9c,0.808
pg_advanced-relations_currency_of_egypt_2aa6f6b245,pg_advanced-relations_currency_of_netherlands_b634706f9c,0.808
pg_advanced-relations_currency_of_greece_5271d6caa5,pg_advanced-relations_currency_of_netherlands_b634706f9c,0.8015873015873016
pg_advanced-relations_currency_of_brazil_f313f37597,pg_advanced-relations_currency_of_netherlands_b634706f9c,0.8015873015873016
pg_advanced-relations_currency_of_korea_e44292ab62,pg_advanced-relations_currency_of_netherlands_b634706f9c,0.808
pg_advanced-relations_month_after_january_338f114884,pg_advanced-relations_month_after_february_e828dd069a,0.8026315789473685
pg_advanced-relations_month_before_january_c53a826b3d,pg_advanced-relations_month_before_february_222760daab,0.8051948051948052
pg_advanced-relations_month_after_march_37949df052,pg_advanced-relations_month_after_may_2001037661,0.8309859154929577
pg_advanced-relations_month_before_march_9696b49692,pg_advanced-relations_month_before_may_af2db4ebe3,0.8333333333333334
pg_advanced-relations_month_after_may_2001037661,pg_advanced-relations_month_after_july_3d223faf6b,0.8169014084507042
pg_advanced-relations_month_after_june_a928af5bcf,pg_advanced-relations_month_after_july_3d223faf6b,0.8309859154929577
pg_advanced-relations_month_before_january_c53a826b3d,pg_advanced-relations_month_before_july_e7892e0efb,0.8
pg_advanced-relations_month_before_may_af2db4ebe3,pg_advanced-relations_month_before_july_e7892e0efb,0.8194444444444444
pg_advanced-relations_month_before_june_e4778427f6,pg_advanced-relations_month_before_july_e7892e0efb,0.8333333333333334
pg_advanced-relations_month_after_september_e4bdbf7770,pg_advanced-relations_month_after_november_00c25fcaac,0.8051948051948052
pg_advanced-relations_month_before_september_5b861a8370,pg_advanced-relations_month_before_november_bddb980787,0.8076923076923077
pg_advanced-relations_month_after_september_e4bdbf7770,pg_advanced-relations_month_after_december_fdb28032d6,0.8051948051948052
pg_advanced-relations_month_after_november_00c25fcaac,pg_advanced-relations_month_after_december_fdb28032d6,0.8157894736842105
pg_advanced-relations_month_before_september_5b861a8370,pg_advanced-relations_month_before_december_3018ddf136,0.8076923076923077
pg_advanced-relations_month_before_november_bddb980787,pg_advanced-relations_month_before_december_3018ddf136,0.8181818181818182
pg_advanced-relations_plural_of_cat_e7311c7cf1,pg_advanced-relations_plural_of_car_a8e389ff4e,0.8333333333333334
pg_advanced-relations_plural_of_book_dddf83ad60,pg_advanced-relations_plural_of_box_74d99f2f24,0.8
pg_advanced-relations_home_of_bird_683b3e4dab,pg_advanced-relations_home_of_bee_d711d375f2,0.8849557522123894
pg_advanced-relations_home_of_bird_683b3e4dab,pg_advanced-relations_home_of_lion_1a1fd41c6e,0.868421052631579
pg_advanced-relations_home_of_bee_d711d375f2,pg_advanced-relations_home_of_lion_1a1fd41c6e,0.8761061946902655
pg_advanced-relations_home_of_bird_683b3e4dab,pg_advanced-relations_home_of_spider_834fb6c8e8,0.8461538461538461
pg_advanced-relations_home_of_bee_d711d375f2,pg_advanced-relations_home_of_spider_834fb6c8e8,0.853448275862069
pg_advanced-relations_home_of_lion_1a1fd41c6e,pg_advanced-relations_home_of_spider_834fb6c8e8,0.853448275862069
pg_advanced-relations_home_of_bird_683b3e4dab,pg_advanced-relations_home_of_horse_272db94981,0.853448275862069
pg_advanced-relations_home_of_bee_d711d375f2,pg_advanced-relations_home_of_horse_272db94981,0.8771929824561403
pg_advanced-relations_home_of_lion_1a1fd41c6e,pg_advanced-relations_home_of_horse_272db94981,0.8608695652173913
pg_advanced-relations_home_of_spider_834fb6c8e8,pg_advanced-relations_home_of_horse_272db94981,0.8389830508474576
pg_advanced-relations_home_of_bird_683b3e4dab,pg_advanced-relations_home_of_pig_4e6915a982,0.868421052631579
pg_advanced-relations_home_of_bee_d711d375f2,pg_advanced-relations_home_of_pig_4e6915a982,0.8761061946902655
pg_advanced-relations_home_of_lion_1a1fd41c6e,pg_advanced-relations_home_of_pig_4e6915a982,0.8761061946902655
pg_advanced-relations_home_of_spider_834fb6c8e8,pg_advanced-relations_home_of_pig_4e6915a982,0.853448275862069
pg_advanced-relations_home_of_horse_272db94981,pg_advanced-relations_home_of_pig_4e6915a982,0.8608695652173913
pg_advanced-relations_home_of_bird_683b3e4dab,pg_advanced-relations_home_of_bat_fa6fa6f0a6,0.8849557522123894
pg_advanced-relations_home_of_bee_d711d375f2,pg_advanced-relations_home_of_bat_fa6fa6f0a6,0.8928571428571429
pg_advanced-relations_home_of_lion_1a1fd41c6e,pg_advanced-relations_home_of_bat_fa6fa6f0a6,0.8761061946902655
pg_advanced-relations_home_of_spider_834fb6c8e8,pg_advanced-relations_home_of_bat_fa6fa6f0a6,0.853448275862069
pg_advanced-relations_home_of_horse_272db94981,pg_advanced-relations_home_of_bat_fa6fa6f0a6,0.8608695652173913
pg_advanced-relations_home_of_pig_4e6915a982,pg_advanced-relations_home_of_bat_fa6fa6f0a6,0.8761061946902655
pg_advanced-relations_home_of_bird_683b3e4dab,pg_advanced-relations_home_of_frog_576e2fa4c7,0.8608695652173913
pg_advanced-relations_home_of_bee_d711d375f2,pg_advanced-relations_home_of_frog_576e2fa4c7,0.868421052631579
pg_advanced-relations_home_of_lion_1a1fd41c6e,pg_advanced-relations_home_of_frog_576e2fa4c7,0.868421052631579
pg_advanced-relations_home_of_spider_834fb6c8e8,pg_advanced-relations_home_of_frog_576e2fa4c7,0.8461538461538461
pg_advanced-relations_home_of_horse_272db94981,pg_advanced-relations_home_of_frog_576e2fa4c7,0.853448275862069
pg_advanced-relations_home_of_pig_4e6915a982,pg_advanced-relations_home_of_frog_576e2fa4c7,0.8849557522123894
pg_advanced-relations_home_of_bat_fa6fa6f0a6,pg_advanced-relations_home_of_frog_576e2fa4c7,0.868421052631579
pg_advanced-relations_home_of_bird_683b3e4dab,pg_advanced-relations_home_of_bear_2af317e61e,0.8771929824561403
pg_advanced-relations_home_of_bee_d711d375f2,pg_advanced-relations_home_of_bear_2af317e61e,0.9017857142857143
pg_advanced-relations_home_of_lion_1a1fd41c6e,pg_advanced-relations_home_of_bear_2af317e61e,0.868421052631579
pg_advanced-relations_home_of_spider_834fb6c8e8,pg_advanced-relations_home_of_bear_2af317e61e,0.8620689655172413
pg_advanced-relations_home_of_horse_272db94981,pg_advanced-relations_home_of_bear_2af317e61e,0.853448275862069
pg_advanced-relations_home_of_pig_4e6915a982,pg_advanced-relations_home_of_bear_2af317e61e,0.868421052631579
pg_advanced-relations_home_of_bat_fa6fa6f0a6,pg_advanced-relations_home_of_bear_2af317e61e,0.8849557522123894
pg_advanced-relations_home_of_frog_576e2fa4c7,pg_advanced-relations_home_of_bear_2af317e61e,0.8608695652173913
pg_advanced-relations_home_of_bird_683b3e4dab,pg_advanced-relations_home_of_eagle_4b66cd75ff,0.853448275862069
pg_advanced-relations_home_of_bee_d711d375f2,pg_advanced-relations_home_of_eagle_4b66cd75ff,0.8771929824561403
pg_advanced-relations_home_of_lion_1a1fd41c6e,pg_advanced-relations_home_of_eagle_4b66cd75ff,0.8608695652173913
pg_advanced-relations_home_of_spider_834fb6c8e8,pg_advanced-relations_home_of_eagle_4b66cd75ff,0.8389830508474576
pg_advanced-relations_home_of_horse_272db94981,pg_advanced-relations_home_of_eagle_4b66cd75ff,0.8620689655172413
pg_advanced-relations_home_of_pig_4e6915a982,pg_advanced-relations_home_of_eagle_4b66cd75ff,0.8608695652173913
pg_advanced-relations_home_of_bat_fa6fa6f0a6,pg_advanced-relations_home_of_eagle_4b66cd75ff,0.8608695652173913
pg_advanced-relations_home_of_frog_576e2fa4c7,pg_advanced-relations_home_of_eagle_4b66cd75ff,0.853448275862069
pg_advanced-relations_home_of_bear_2af317e61e,pg_advanced-relations_home_of_eagle_4b66cd75ff,0.853448275862069
pg_relation-probes_rel_country_language_germany_262693eed5,pg_relation-probes_rel_country_language_spain_82236b0aaa,0.8347107438016529
pg_relation-probes_rel_country_language_germany_262693eed5,pg_relation-probes_rel_country_language_egypt_5a70800677,0.8347107438016529
pg_relation-probes_rel_country_language_spain_82236b0aaa,pg_relation-probes_rel_country_language_egypt_5a70800677,0.8487394957983193
pg_relation-probes_rel_country_language_germany_262693eed5,pg_relation-probes_rel_country_language_brazil_f4add853e3,0.8347107438016529
pg_relation-probes_rel_country_language_spain_82236b0aaa,pg_relation-probes_rel_country_language_brazil_f4add853e3,0.8487394957983193
pg_relation-probes_rel_country_language_egypt_5a70800677,pg_relation-probes_rel_country_language_brazil_f4add853e3,0.8487394957983193
pg_relation-probes_rel_country_language_spain_82236b0aaa,pg_relation-probes_rel_country_language_korea_253e7eecd0,0.8225806451612904
pg_relation-probes_rel_country_language_egypt_5a70800677,pg_relation-probes_rel_country_language_korea_253e7eecd0,0.808
pg_relation-probes_rel_country_language_brazil_f4add853e3,pg_relation-probes_rel_country_language_korea_253e7eecd0,0.808
pg_advanced-relations_opposite_of_weak_a8b1e214fa,pg_relation-probes_rel_antonym_wet_48f00e0734,0.8148148148148148
pg_relation-probes_rel_category_member_salmon_5a121f50c7,pg_relation-probes_rel_category_member_oak_0fc6e4fed8,0.8230088495575221
pg_relation-probes_rel_category_member_salmon_5a121f50c7,pg_relation-probes_rel_category_member_rose_963a56af69,0.8392857142857143
pg_relation-probes_rel_category_member_oak_0fc6e4fed8,pg_relation-probes_rel_category_member_rose_963a56af69,0.8378378378378378
pg_relation-probes_rel_category_member_salmon_5a121f50c7,pg_relation-probes_rel_category_member_sparrow_78db6935a2,0.8333333333333334
pg_relation-probes_rel_category_member_oak_0fc6e4fed8,pg_relation-probes_rel_category_member_sparrow_78db6935a2,0.8157894736842105
pg_relation-probes_rel_category_member_rose_963a56af69,pg_relation-probes_rel_category_member_sparrow_78db6935a2,0.831858407079646
pg_relation-probes_rel_category_member_salmon_5a121f50c7,pg_relation-probes_rel_category_member_copper_7ab415f040,0.8070175438596491
pg_relation-probes_rel_category_member_oak_0fc6e4fed8,pg_relation-probes_rel_category_member_copper_7ab415f040,0.8214285714285714
pg_relation-probes_rel_category_member_rose_963a56af69,pg_relation-probes_rel_category_member_copper_7ab415f040,0.8214285714285714
pg_relation-probes_rel_category_member_sparrow_78db6935a2,pg_relation-probes_rel_category_member_copper_7ab415f040,0.8
pg_relation-probes_rel_category_member_salmon_5a121f50c7,pg_relation-probes_rel_category_member_carrot_ea56bd5405,0.8245614035087719
pg_relation-probes_rel_category_member_oak_0fc6e4fed8,pg_relation-probes_rel_category_member_carrot_ea56bd5405,0.8230088495575221
pg_relation-probes_rel_category_member_rose_963a56af69,pg_relation-probes_rel_category_member_carrot_ea56bd5405,0.8392857142857143
pg_relation-probes_rel_category_member_sparrow_78db6935a2,pg_relation-probes_rel_category_member_carrot_ea56bd5405,0.8173913043478261
pg_relation-probes_rel_category_member_copper_7ab415f040,pg_relation-probes_rel_category_member_carrot_ea56bd5405,0.8070175438596491
pg_relation-probes_rel_category_member_salmon_5a121f50c7,pg_relation-probes_rel_category_member_cobra_1730bbd63d,0.831858407079646
pg_relation-probes_rel_category_member_oak_0fc6e4fed8,pg_relation-probes_rel_category_member_cobra_1730bbd63d,0.8303571428571429
pg_relation-probes_rel_category_member_rose_963a56af69,pg_relation-probes_rel_category_member_cobra_1730bbd63d,0.8468468468468469
pg_relation-probes_rel_category_member_sparrow_78db6935a2,pg_relation-probes_rel_category_member_cobra_1730bbd63d,0.8245614035087719
