pair_key,ar_item_id,ro_item_id,content_identical
ar_naming_parser|i3|o0|letters|c0,ar-ar_naming_parser-i3-ar-o0-ll-c0-fe-26055d081ddb,ar-ar_naming_parser-i3-ro-o0-ll-c0-fx-fe55d9de919d,1
ar_naming_parser|i3|o0|letters|c1,ar-ar_naming_parser-i3-ar-o0-ll-c1-fe-d672aba458d0,ar-ar_naming_parser-i3-ro-o0-ll-c1-fx-cbb7491af493,1
ar_naming_parser|i3|o0|numbers|c0,ar-ar_naming_parser-i3-ar-o0-ln-c0-fe-21a40fe311ad,ar-ar_naming_parser-i3-ro-o0-ln-c0-fx-4cd64dce383f,1
ar_naming_parser|i3|o0|numbers|c1,ar-ar_naming_parser-i3-ar-o0-ln-c1-fe-4c8fbba77b28,ar-ar_naming_parser-i3-ro-o0-ln-c1-fx-c4e3ffbb7a3d,1
ar_naming_parser|i3|o1|letters|c0,ar-ar_naming_parser-i3-ar-o1-ll-c0-fe-64bdc1f9c872,ar-ar_naming_parser-i3-ro-o1-ll-c0-fx-0b36e7f1dfa8,1
ar_naming_parser|i3|o1|letters|c1,ar-ar_naming_parser-i3-ar-o1-ll-c1-fe-01cb853384ee,ar-ar_naming_parser-i3-ro-o1-ll-c1-fx-1d47c3b9fd56,1
ar_naming_parser|i3|o1|numbers|c0,ar-ar_naming_parser-i3-ar-o1-ln-c0-fe-e13083c867b7,ar-ar_naming_parser-i3-ro-o1-ln-c0-fx-b627a382b94d,1
ar_naming_parser|i3|o1|numbers|c1,ar-ar_naming_parser-i3-ar-o1-ln-c1-fe-dd09f5e8812c,ar-ar_naming_parser-i3-ro-o1-ln-c1-fx-abb619e6fbf9,1
ar_naming_parser|i4|o0|letters|c0,ar-ar_naming_parser-i4-ar-o0-ll-c0-fe-354d0f3f8d76,ar-ar_naming_parser-i4-ro-o0-ll-c0-fx-df6d08031c7a,1
ar_naming_parser|i4|o0|letters|c1,ar-ar_naming_parser-i4-ar-o0-ll-c1-fe-a5dc102d7131,ar-ar_naming_parser-i4-ro-o0-ll-c1-fx-4cb1ca0d22df,1
ar_naming_parser|i4|o0|numbers|c0,ar-ar_naming_parser-i4-ar-o0-ln-c0-fe-8710d2e2e6ad,ar-ar_naming_parser-i4-ro-o0-ln-c0-fx-9aa5a2026f70,1
ar_naming_parser|i4|o0|numbers|c1,ar-ar_naming_parser-i4-ar-o0-ln-c1-fe-101295dd184e,ar-ar_naming_parser-i4-ro-o0-ln-c1-fx-0afd201886c4,1
ar_naming_parser|i4|o1|letters|c0,ar-ar_naming_parser-i4-ar-o1-ll-c0-fe-1b6a5d4c965c,ar-ar_naming_parser-i4-ro-o1-ll-c0-fx-0bc322511bc9,1
ar_naming_parser|i4|o1|letters|c1,ar-ar_naming_parser-i4-ar-o1-ll-c1-fe-caf9dc94fba3,ar-ar_naming_parser-i4-ro-o1-ll-c1-fx-dafb386c5582,1
ar_naming_parser|i4|o1|numbers|c0,ar-ar_naming_parser-i4-ar-o1-ln-c0-fe-6c993689cbb6,ar-ar_naming_parser-i4-ro-o1-ln-c0-fx-b13d24d9749f,1
ar_naming_parser|i4|o1|numbers|c1,ar-ar_naming_parser-i4-ar-o1-ln-c1-fe-c716b7073163,ar-ar_naming_parser-i4-ro-o1-ln-c1-fx-249ad318a4ce,1
ar_naming_serializer|i0|o0|letters|c0,ar-ar_naming_serializer-i0-ar-o0-ll-c0-fe-f3c41a329ad8,ar-ar_naming_serializer-i0-ro-o0-ll-c0-fx-128d538c12b8,1
ar_naming_serializer|i0|o0|letters|c1,ar-ar_naming_serializer-i0-ar-o0-ll-c1-fe-84c374c30a67,ar-ar_naming_serializer-i0-ro-o0-ll-c1-fx-9377abaf0db1,1
ar_naming_serializer|i0|o0|numbers|c0,ar-ar_naming_serializer-i0-ar-o0-ln-c0-fe-0846b17597fc,ar-ar_naming_serializer-i0-ro-o0-ln-c0-fx-677324d666e5,1
ar_naming_serializer|i0|o0|numbers|c1,ar-ar_naming_serializer-i0-ar-o0-ln-c1-fe-695cca0e3ec2,ar-ar_naming_serializer-i0-ro-o0-ln-c1-fx-206e8881dbdc,1
ar_naming_serializer|i0|o1|letters|c0,ar-ar_naming_serializer-i0-ar-o1-ll-c0-fe-ce23558c90f5,ar-ar_naming_serializer-i0-ro-o1-ll-c0-fx-6fb691dbf89c,1
ar_naming_serializer|i0|o1|letters|c1,ar-ar_naming_serializer-i0-ar-o1-ll-c1-fe-e2fa8f88bb2c,ar-ar_naming_serializer-i0-ro-o1-ll-c1-fx-924a12d7f770,1
ar_naming_serializer|i0|o1|numbers|c0,ar-ar_naming_serializer-i0-ar-o1-ln-c0-fe-7ed7ffab5224,ar-ar_naming_serializer-i0-ro-o1-ln-c0-fx-61bbfe8d9031,1
ar_naming_serializer|i0|o1|numbers|c1,ar-ar_naming_serializer-i0-ar-o1-ln-c1-fe-f721329b7632,ar-ar_naming_serializer-i0-ro-o1-ln-c1-fx-0892ee7def62,1
ar_naming_serializer|i1|o0|letters|c0,ar-ar_naming_serializer-i1-ar-o0-ll-c0-fe-930393dbd030,ar-ar_naming_serializer-i1-ro-o0-ll-c0-fx-153035ac530b,1
ar_naming_serializer|i1|o0|letters|c1,ar-ar_naming_serializer-i1-ar-o0-ll-c1-fe-b905911e3763,ar-ar_naming_serializer-i1-ro-o0-ll-c1-fx-11328b150cb6,1
ar_naming_serializer|i1|o0|numbers|c0,ar-ar_naming_serializer-i1-ar-o0-ln-c0-fe-73256280131e,ar-ar_naming_serializer-i1-ro-o0-ln-c0-fx-4778376aba16,1
ar_naming_serializer|i1|o0|numbers|c1,ar-ar_naming_serializer-i1-ar-o0-ln-c1-fe-d60386219eec,ar-ar_naming_serializer-i1-ro-o0-ln-c1-fx-fb27d5097941,1
ar_naming_serializer|i1|o1|letters|c0,ar-ar_naming_serializer-i1-ar-o1-ll-c0-fe-89a79f2111a4,ar-ar_naming_serializer-i1-ro-o1-ll-c0-fx-cabbff06dc92,1
ar_naming_serializer|i1|o1|letters|c1,ar-ar_naming_serializer-i1-ar-o1-ll-c1-fe-b9f49cf6357a,ar-ar_naming_serializer-i1-ro-o1-ll-c1-fx-192af2958062,1
ar_naming_serializer|i1|o1|numbers|c0,ar-ar_naming_serializer-i1-ar-o1-ln-c0-fe-d3b3031ad9b8,ar-ar_naming_serializer-i1-ro-o1-ln-c0-fx-044abe8ce5c3,1
ar_naming_serializer|i1|o1|numbers|c1,ar-ar_naming_serializer-i1-ar-o1-ln-c1-fe-773f0a674987,ar-ar_naming_serializer-i1-ro-o1-ln-c1-fx-2cbc9f670917,1
ar_naming_serializer|i2|o0|letters|c0,ar-ar_naming_serializer-i2-ar-o0-ll-c0-fe-e68515dfcfcd,ar-ar_naming_serializer-i2-ro-o0-ll-c0-fx-05834a1112ed,1
ar_naming_serializer|i2|o0|letters|c1,ar-ar_naming_serializer-i2-ar-o0-ll-c1-fe-f79f36ea73e0,ar-ar_naming_serializer-i2-ro-o0-ll-c1-fx-b25b28601b02,1
ar_naming_serializer|i2|o0|numbers|c0,ar-ar_naming_serializer-i2-ar-o0-ln-c0-fe-2de2f4a8f9a2,ar-ar_naming_serializer-i2-ro-o0-ln-c0-fx-1c342abea8bc,1
ar_naming_serializer|i2|o0|numbers|c1,ar-ar_naming_serializer-i2-ar-o0-ln-c1-fe-6d5ce5a3a3de,ar-ar_naming_serializer-i2-ro-o0-ln-c1-fx-1a836f583d0d,1
ar_naming_serializer|i2|o1|letters|c0,ar-ar_naming_serializer-i2-ar-o1-ll-c0-fe-85ebcdc9657b,ar-ar_naming_serializer-i2-ro-o1-ll-c0-fx-f5c8a0dd5a10,1
ar_naming_serializer|i2|o1|letters|c1,ar-ar_naming_serializer-i2-ar-o1-ll-c1-fe-8ed76930f541,ar-ar_naming_serializer-i2-ro-o1-ll-c1-fx-e9f7b1d0a627,1
ar_naming_serializer|i2|o1|numbers|c0,ar-ar_naming_serializer-i2-ar-o1-ln-c0-fe-2358a55c94b3,ar-ar_naming_serializer-i2-ro-o1-ln-c0-fx-b57b0141934d,1
ar_naming_serializer|i2|o1|numbers|c1,ar-ar_naming_serializer-i2-ar-o1-ln-c1-fe-034aa671f411,ar-ar_naming_serializer-i2-ro-o1-ln-c1-fx-a1d5df052510,1
ar_naming_serializer|i3|o0|letters|c0,ar-ar_naming_serializer-i3-ar-o0-ll-c0-fe-b1d7261694bb,ar-ar_naming_serializer-i3-ro-o0-ll-c0-fx-3ddcbdd43e74,1
ar_naming_serializer|i3|o0|letters|c1,ar-ar_naming_serializer-i3-ar-o0-ll-c1-fe-216025d2b737,ar-ar_naming_serializer-i3-ro-o0-ll-c1-fx-f7a421b41301,1
ar_naming_serializer|i3|o0|numbers|c0,ar-ar_naming_serializer-i3-ar-o0-ln-c0-fe-0298c4b08ad1,ar-ar_naming_serializer-i3-ro-o0-ln-c0-fx-2d825bfb2962,1
ar_naming_serializer|i3|o0|numbers|c1,ar-ar_naming_serializer-i3-ar-o0-ln-c1-fe-7766c2b16670,ar-ar_naming_serializer-i3-ro-o0-ln-c1-fx-80698a5e434e,1
ar_naming_serializer|i3|o1|letters|c0,ar-ar_naming_serializer-i3-ar-o1-ll-c0-fe-5f491a0b5dfb,ar-ar_naming_serializer-i3-ro-o1-ll-c0-fx-a820695decc5,1
ar_naming_serializer|i3|o1|letters|c1,ar-ar_naming_serializer-i3-ar-o1-ll-c1-fe-58be978324a8,ar-ar_naming_serializer-i3-ro-o1-ll-c1-fx-9700007e1279,1
ar_naming_serializer|i3|o1|numbers|c0,ar-ar_naming_serializer-i3-ar-o1-ln-c0-fe-7b4aa3555ed9,ar-ar_naming_serializer-i3-ro-o1-ln-c0-fx-11cc2a513f74,1
ar_naming_serializer|i3|o1|numbers|c1,ar-ar_naming_serializer-i3-ar-o1-ln-c1-fe-51e9ca86204f,ar-ar_naming_serializer-i3-ro-o1-ln-c1-fx-d461ffa38b63,1
ar_naming_serializer|i4|o0|letters|c0,ar-ar_naming_serializer-i4-ar-o0-ll-c0-fe-2a35e1e3c79e,ar-ar_naming_serializer-i4-ro-o0-ll-c0-fx-fab5703837f0,1
ar_naming_serializer|i4|o0|letters|c1,ar-ar_naming_serializer-i4-ar-o0-ll-c1-fe-b0e0900645b7,ar-ar_naming_serializer-i4-ro-o0-ll-c1-fx-2b70572ee023,1
ar_naming_serializer|i4|o0|numbers|c0,ar-ar_naming_serializer-i4-ar-o0-ln-c0-fe-17912cc45937,ar-ar_naming_serializer-i4-ro-o0-ln-c0-fx-d33022eeab21,1
ar_naming_serializer|i4|o0|numbers|c1,ar-ar_naming_serializer-i4-ar-o0-ln-c1-fe-539842279496,ar-ar_naming_serializer-i4-ro-o0-ln-c1-fx-6be2c2a922b9,1
ar_naming_serializer|i4|o1|letters|c0,ar-ar_naming_serializer-i4-ar-o1-ll-c0-fe-26143936a607,ar-ar_naming_serializer-i4-ro-o1-ll-c0-fx-7e6072fa7dfc,1
ar_naming_serializer|i4|o1|letters|c1,ar-ar_naming_serializer-i4-ar-o1-ll-c1-fe-2e981daaac9c,ar-ar_naming_serializer-i4-ro-o1-ll-c1-fx-32c952961e5d,1
ar_naming_serializer|i4|o1|numbers|c0,ar-ar_naming_serializer-i4-ar-o1-ln-c0-fe-59a10ec4d838,ar-ar_naming_serializer-i4-ro-o1-ln-c0-fx-8714da43755b,1
ar_naming_serializer|i4|o1|numbers|c1,ar-ar_naming_serializer-i4-ar-o1-ln-c1-fe-f78d42838d97,ar-ar_naming_serializer-i4-ro-o1-ln-c1-fx-0d504f29c890,1
ar_naming_config|i0|o0|letters|c0,ar-ar_naming_config-i0-ar-o0-ll-c0-fe-2f1f6ba335e9,ar-ar_naming_config-i0-ro-o0-ll-c0-fx-f516dcc56620,1
ar_naming_config|i0|o0|letters|c1,ar-ar_naming_config-i0-ar-o0-ll-c1-fe-037356113a9a,ar-ar_naming_config-i0-ro-o0-ll-c1-fx-6a7b567d957c,1
ar_naming_config|i0|o0|numbers|c0,ar-ar_naming_config-i0-ar-o0-ln-c0-fe-26f03fd6f55e,ar-ar_naming_config-i0-ro-o0-ln-c0-fx-d34193ffb408,1
ar_naming_config|i0|o0|numbers|c1,ar-ar_naming_config-i0-ar-o0-ln-c1-fe-91afbd161dea,ar-ar_naming_config-i0-ro-o0-ln-c1-fx-ee8e68c15946,1
ar_naming_config|i0|o1|letters|c0,ar-ar_naming_config-i0-ar-o1-ll-c0-fe-a553bf5d7d69,ar-ar_naming_config-i0-ro-o1-ll-c0-fx-322ac9160980,1
ar_naming_config|i0|o1|letters|c1,ar-ar_naming_config-i0-ar-o1-ll-c1-fe-f3be9997f6f1,ar-ar_naming_config-i0-ro-o1-ll-c1-fx-e1cb7157d514,1
ar_naming_config|i0|o1|numbers|c0,ar-ar_naming_config-i0-ar-o1-ln-c0-fe-31ca28347ccc,ar-ar_naming_config-i0-ro-o1-ln-c0-fx-c591c82e13b8,1
ar_naming_config|i0|o1|numbers|c1,ar-ar_naming_config-i0-ar-o1-ln-c1-fe-cc4cf616e0c0,ar-ar_naming_config-i0-ro-o1-ln-c1-fx-d90c9cef94f5,1
ar_naming_config|i1|o0|letters|c0,ar-ar_naming_config-i1-ar-o0-ll-c0-fe-0b76166e0546,ar-ar_naming_config-i1-ro-o0-ll-c0-fx-3793fc9d203a,1
ar_naming_config|i1|o0|letters|c1,ar-ar_naming_config-i1-ar-o0-ll-c1-fe-663347433e99,ar-ar_naming_config-i1-ro-o0-ll-c1-fx-951a7d51d02d,1
ar_naming_config|i1|o0|numbers|c0,ar-ar_naming_config-i1-ar-o0-ln-c0-fe-eb421ad1237a,ar-ar_naming_config-i1-ro-o0-ln-c0-fx-5deb73e15fd3,1
ar_naming_config|i1|o0|numbers|c1,ar-ar_naming_config-i1-ar-o0-ln-c1-fe-699333f919f6,ar-ar_naming_config-i1-ro-o0-ln-c1-fx-4419287a0126,1
ar_naming_config|i1|o1|letters|c0,ar-ar_naming_config-i1-ar-o1-ll-c0-fe-bcc88e20fd63,ar-ar_naming_config-i1-ro-o1-ll-c0-fx-4b476dc8d26c,1
ar_naming_config|i1|o1|letters|c1,ar-ar_naming_config-i1-ar-o1-ll-c1-fe-07b6a483fe08,ar-ar_naming_config-i1-ro-o1-ll-c1-fx-8053e0d4ead9,1
ar_naming_config|i1|o1|numbers|c0,ar-ar_naming_config-i1-ar-o1-ln-c0-fe-e5099554147a,ar-ar_naming_config-i1-ro-o1-ln-c0-fx-bbe34b9b9c22,1
ar_naming_config|i1|o1|numbers|c1,ar-ar_naming_config-i1-ar-o1-ln-c1-fe-4fc457c6068e,ar-ar_naming_config-i1-ro-o1-ln-c1-fx-fea22dfccb87,1
ar_naming_config|i2|o0|letters|c0,ar-ar_naming_config-i2-ar-o0-ll-c0-fe-ee653bb61e47,ar-ar_naming_config-i2-ro-o0-ll-c0-fx-79d3140b905c,1
ar_naming_config|i2|o0|letters|c1,ar-ar_naming_config-i2-ar-o0-ll-c1-fe-a899278c0395,ar-ar_naming_config-i2-ro-o0-ll-c1-fx-3913fa91f2bc,1
ar_naming_config|i2|o0|numbers|c0,ar-ar_naming_config-i2-ar-o0-ln-c0-fe-3e26199a299f,ar-ar_naming_config-i2-ro-o0-ln-c0-fx-e61d4a34155b,1
ar_naming_config|i2|o0|numbers|c1,ar-ar_naming_config-i2-ar-o0-ln-c1-fe-b20fcffccfcd,ar-ar_naming_config-i2-ro-o0-ln-c1-fx-598a2cd70d2f,1
ar_naming_config|i2|o1|letters|c0,ar-ar_naming_config-i2-ar-o1-ll-c0-fe-5e12580ffd3e,ar-ar_naming_config-i2-ro-o1-ll-c0-fx-01cf0af1a3c2,1
ar_naming_config|i2|o1|letters|c1,ar-ar_naming_config-i2-ar-o1-ll-c1-fe-f6687d7e89f3,ar-ar_naming_config-i2-ro-o1-ll-c1-fx-532604a24213,1
ar_naming_config|i2|o1|numbers|c0,ar-ar_naming_config-i2-ar-o1-ln-c0-fe-37f36b76fe43,ar-ar_naming_config-i2-ro-o1-ln-c0-fx-ccdc6dad3440,1
ar_naming_config|i2|o1|numbers|c1,ar-ar_naming_config-i2-ar-o1-ln-c1-fe-1bc9ea70d8d8,ar-ar_naming_config-i2-ro-o1-ln-c1-fx-3ca2bc647421,1
ar_naming_config|i3|o0|letters|c0,ar-ar_naming_config-i3-ar-o0-ll-c0-fe-b149dc49f508,ar-ar_naming_config-i3-ro-o0-ll-c0-fx-e25063fbe758,1
ar_naming_config|i3|o0|letters|c1,ar-ar_naming_config-i3-ar-o0-ll-c1-fe-5fc1d9d3317a,ar-ar_naming_config-i3-ro-o0-ll-c1-fx-72b14f34c20b,1
ar_naming_config|i3|o0|numbers|c0,ar-ar_naming_config-i3-ar-o0-ln-c0-fe-416c5067a092,ar-ar_naming_config-i3-ro-o0-ln-c0-fx-edfafb37135e,1
ar_naming_config|i3|o0|numbers|c1,ar-ar_naming_config-i3-ar-o0-ln-c1-fe-d622ef382e93,ar-ar_naming_config-i3-ro-o0-ln-c1-fx-a3644dff8d24,1
ar_naming_config|i3|o1|letters|c0,ar-ar_naming_config-i3-ar-o1-ll-c0-fe-6365377cbf5b,ar-ar_naming_config-i3-ro-o1-ll-c0-fx-439a3fdc6f4a,1
ar_naming_config|i3|o1|letters|c1,ar-ar_naming_config-i3-ar-o1-ll-c1-fe-16ce01c806c5,ar-ar_naming_config-i3-ro-o1-ll-c1-fx-02ae9046f37c,1
ar_naming_config|i3|o1|numbers|c0,ar-ar_naming_config-i3-ar-o1-ln-c0-fe-86b626576691,ar-ar_naming_config-i3-ro-o1-ln-c0-fx-443b3da6369e,1
ar_naming_config|i3|o1|numbers|c1,ar-ar_naming_config-i3-ar-o1-ln-c1-fe-41f51064ec4f,ar-ar_naming_config-i3-ro-o1-ln-c1-fx-624ae7b5ffaa,1
ar_naming_config|i4|o0|letters|c0,ar-ar_naming_config-i4-ar-o0-ll-c0-fe-bf46fb1d016f,ar-ar_naming_config-i4-ro-o0-ll-c0-fx-b12bf0134d92,1
ar_naming_config|i4|o0|letters|c1,ar-ar_naming_config-i4-ar-o0-ll-c1-fe-7c44d94d56ff,ar-ar_naming_config-i4-ro-o0-ll-c1-fx-4c9f9a18e2e6,1
ar_naming_config|i4|o0|numbers|c0,ar-ar_naming_config-i4-ar-o0-ln-c0-fe-13eada4a4246,ar-ar_naming_config-i4-ro-o0-ln-c0-fx-627e4bafca15,1
ar_naming_config|i4|o0|numbers|c1,ar-ar_naming_config-i4-ar-o0-ln-c1-fe-d8a46e109a2b,ar-ar_naming_config-i4-ro-o0-ln-c1-fx-7ede0aac610f,1
ar_naming_config|i4|o1|letters|c0,ar-ar_naming_config-i4-ar-o1-ll-c0-fe-f2abe92653d2,ar-ar_naming_config-i4-ro-o1-ll-c0-fx-3568135879e4,1
ar_naming_config|i4|o1|letters|c1,ar-ar_naming_config-i4-ar-o1-ll-c1-fe-56bc6a029ee0,ar-ar_naming_config-i4-ro-o1-ll-c1-fx-4ac3b2a14baf,1
ar_naming_config|i4|o1|numbers|c0,ar-ar_naming_config-i4-ar-o1-ln-c0-fe-deb8a49d59c3,ar-ar_naming_config-i4-ro-o1-ln-c0-fx-f94e3cd75379,1
ar_naming_config|i4|o1|numbers|c1,ar-ar_naming_config-i4-ar-o1-ln-c1-fe-61da32d0b4d1,ar-ar_naming_config-i4-ro-o1-ln-c1-fx-0e064e5e7a51,1
ar_execmode_ingest|i0|o0|letters|c0,ar-ar_execmode_ingest-i0-ar-o0-ll-c0-fe-80e0552222c9,ar-ar_execmode_ingest-i0-ro-o0-ll-c0-fx-98f0158bc24d,1
ar_execmode_ingest|i0|o0|letters|c1,ar-ar_execmode_ingest-i0-ar-o0-ll-c1-fe-c7cad42bb75a,ar-ar_execmode_ingest-i0-ro-o0-ll-c1-fx-304864df9f65,1
ar_execmode_ingest|i0|o0|numbers|c0,ar-ar_execmode_ingest-i0-ar-o0-ln-c0-fe-0baf16929b0b,ar-ar_execmode_ingest-i0-ro-o0-ln-c0-fx-69f360d88d44,1
ar_execmode_ingest|i0|o0|numbers|c1,ar-ar_execmode_ingest-i0-ar-o0-ln-c1-fe-61efd9b4934c,ar-ar_execmode_ingest-i0-ro-o0-ln-c1-fx-5d58b12fbbfd,1
ar_execmode_ingest|i0|o1|letters|c0,ar-ar_execmode_ingest-i0-ar-o1-ll-c0-fe-4db2f33976d7,ar-ar_execmode_ingest-i0-ro-o1-ll-c0-fx-54117da5af8b,1
ar_execmode_ingest|i0|o1|letters|c1,ar-ar_execmode_ingest-i0-ar-o1-ll-c1-fe-dd51e330ffc7,ar-ar_execmode_ingest-i0-ro-o1-ll-c1-fx-ff9e72cc1ad5,1
ar_execmode_ingest|i0|o1|numbers|c0,ar-ar_execmode_ingest-i0-ar-o1-ln-c0-fe-35831aac722e,ar-ar_execmode_ingest-i0-ro-o1-ln-c0-fx-67af53b2a9b2,1
ar_execmode_ingest|i0|o1|numbers|c1,ar-ar_execmode_ingest-i0-ar-o1-ln-c1-fe-f257c490aff8,ar-ar_execmode_ingest-i0-ro-o1-ln-c1-fx-15da8e04cc5c,1
ar_execmode_ingest|i1|o0|letters|c0,ar-ar_execmode_ingest-i1-ar-o0-ll-c0-fe-86a5e1bd399b,ar-ar_execmode_ingest-i1-ro-o0-ll-c0-fx-2a1c1088b50b,1
ar_execmode_ingest|i1|o0|letters|c1,ar-ar_execmode_ingest-i1-ar-o0-ll-c1-fe-e5930d5e543a,ar-ar_execmode_ingest-i1-ro-o0-ll-c1-fx-dcbd34e8b344,1
ar_execmode_ingest|i1|o0|numbers|c0,ar-ar_execmode_ingest-i1-ar-o0-ln-c0-fe-364af5666c44,ar-ar_execmode_ingest-i1-ro-o0-ln-c0-fx-5abc6c12c6cb,1
ar_execmode_ingest|i1|o0|numbers|c1,ar-ar_execmode_ingest-i1-ar-o0-ln-c1-fe-d62b345b8d48,ar-ar_execmode_ingest-i1-ro-o0-ln-c1-fx-9216a628cc9a,1
ar_execmode_ingest|i1|o1|letters|c0,ar-ar_execmode_ingest-i1-ar-o1-ll-c0-fe-39483c5d1626,ar-ar_execmode_ingest-i1-ro-o1-ll-c0-fx-d311fef32d8c,1
ar_execmode_ingest|i1|o1|letters|c1,ar-ar_execmode_ingest-i1-ar-o1-ll-c1-fe-0b2fcf63b806,ar-ar_execmode_ingest-i1-ro-o1-ll-c1-fx-45917c6c2122,1
ar_execmode_ingest|i1|o1|numbers|c0,ar-ar_execmode_ingest-i1-ar-o1-ln-c0-fe-fa79689a91fa,ar-ar_execmode_ingest-i1-ro-o1-ln-c0-fx-80aeb58c014f,1
ar_execmode_ingest|i1|o1|numbers|c1,ar-ar_execmode_ingest-i1-ar-o1-ln-c1-fe-a4b717c41090,ar-ar_execmode_ingest-i1-ro-o1-ln-c1-fx-5be581577dee,1
