item_id,semantic_key,scientific_content_hash,prompt_hash
ar-ar_naming_parser-i1-ro-o0-ll-c1-fx-0af68cd57835,ar-ar_naming_parser-i1-ro-o0-ll-c1-fx,0af68cd57835d711145e8ef8c6407cc137028a9a84fb70b8587eb2435fa91d3a,479914371479eb3b89b280f59e1135b6f381689dd6c74f186a62495c448ac2c0
ar-ar_naming_parser-i1-ar-o0-ln-c0-fe-94a3f5ebbeee,ar-ar_naming_parser-i1-ar-o0-ln-c0-fe,94a3f5ebbeeeecd2120e7efd5336d096daeab3fbb37cf82aa245f01c83625ecc,b8942630f7e8cb0265abc929aeb7a14b52ab3c743ce92c8370ff41990adbdba0
ar-ar_naming_parser-i1-ar-o0-ln-c0-fh-3b0d57ae320f,ar-ar_naming_parser-i1-ar-o0-ln-c0-fh,3b0d57ae320fa6ca7efc0e2f7ea083e0b16d287e842cb4bfff48621bf233667d,e1ca68a40220a8e0b08a312c401107016fe157dd7201265f34c2bfea24b48528
ar-ar_naming_parser-i1-ro-o0-ln-c0-fx-093b8196cb60,ar-ar_naming_parser-i1-ro-o0-ln-c0-fx,093b8196cb60f2446ac53c7a19c89c415feec524e1088f545db2232a049ce6aa,32297f826dde7a52d6b642686ca5241f8631677d999a8d17d995555839604250
ar-ar_naming_parser-i1-ar-o0-ln-c1-fe-1508698b4678,ar-ar_naming_parser-i1-ar-o0-ln-c1-fe,1508698b4678bc90fc3f23853d4b04f837083729ae07073a7e79c7e2426e0dd8,5a580918e629b18693042743b18ca61e28d786b92ad57a72472c19b6cb8a201f
ar-ar_naming_parser-i1-ar-o0-ln-c1-fh-b48f9bc898aa,ar-ar_naming_parser-i1-ar-o0-ln-c1-fh,b48f9bc898aa0e22ee78f5ee7314326859d66b437c383103ef4ba6b930c061cd,54dff6a19b6d1e0034c2ae229794e2d93c90ef20dfcc817686357267203137bf
ar-ar_naming_parser-i1-ro-o0-ln-c1-fx-56aa1454a809,ar-ar_naming_parser-i1-ro-o0-ln-c1-fx,56aa1454a80988f8f1ee7c0c337ccf5c23290818a43651a6533ac95ebb15a5c6,9a49fa92ee013cb8c608d3709e7c2146e2bf7f0ea5745e5dffc839a5b45e60b9
ar-ar_naming_parser-i1-ar-o1-ll-c0-fe-673a5da82c56,ar-ar_naming_parser-i1-ar-o1-ll-c0-fe,673a5da82c5600662879c5930172fb75b13f5d74c3fcacb0fcae11a2f332f618,3cb4bda903d18c630bb99ae7db2c37e98e3ff0dc7c56a49b08888cfecbed440f
ar-ar_naming_parser-i1-ar-o1-ll-c0-fh-44b95c7875b7,ar-ar_naming_parser-i1-ar-o1-ll-c0-fh,44b95c7875b7de1bcb0db6a9a664e8e6ce617fbc4522efee7fe4164d1f7c4f6f,2599dcb50cb52e2659f74bb6188c5ecf9a2325ddbdf5c1a9cd0007b304b47415
ar-ar_naming_parser-i1-ro-o1-ll-c0-fx-6c23495a2319,ar-ar_naming_parser-i1-ro-o1-ll-c0-fx,6c23495a23197f4ac5d150002a68f580536bbc97d4ca3b29190353c302d17f5e,6f11534d70bdbc3e8d12f093347d10fcef465bad54b303fb9446a615fe02f346
ar-ar_naming_parser-i1-ar-o1-ll-c1-fe-1c6647186c78,ar-ar_naming_parser-i1-ar-o1-ll-c1-fe,1c6647186c781bcf6f8d68c392ae588670649d15932ae2aad86665f6ab41985d,421d8da4ae8da3a0fb72c7351fa70c7d5ebbaaaad8438ff293f586fcde36b392
ar-ar_naming_parser-i1-ar-o1-ll-c1-fh-51120618e5da,ar-ar_naming_parser-i1-ar-o1-ll-c1-fh,51120618e5dab828ecaca0133999f28f85621f9be28a80e19b035947d05f16e3,56b17364a8170fcfb42efac31abbcdbda6cce5136f605060567da5fa4a000f2e
ar-ar_naming_parser-i1-ro-o1-ll-c1-fx-5145edebfd31,ar-ar_naming_parser-i1-ro-o1-ll-c1-fx,5145edebfd3120806399281ede9d7313e7d9a8d25e8000e34dc45e04f6b631c3,e00d6810101efdc36997c24eaacbb5be956b6a5ed3ca07eefa821fd510ea1c28
ar-ar_naming_parser-i1-ar-o1-ln-c0-fe-c7aa157f0d37,ar-ar_naming_parser-i1-ar-o1-ln-c0-fe,c7aa157f0d37843e1c3dc66c9be238ec9f57d19d739b9e6db6291fc4e2ba5b4a,c6fbd949857b85b095af6a1c49e5f6931bb5f76593b28a304c95c8e2268e3877
ar-ar_naming_parser-i1-ar-o1-ln-c0-fh-fe65b57056f1,ar-ar_naming_parser-i1-ar-o1-ln-c0-fh,fe65b57056f10ad8535b98f61d6861c9c05975c43f49c5fd65b8cafc0e145071,f95c8e6d042c75ac44df81e6ca4fcdb8bd74b338866fd05f73d0eaddd25f6356
ar-ar_naming_parser-i1-ro-o1-ln-c0-fx-abc4d56f049a,ar-ar_naming_parser-i1-ro-o1-ln-c0-fx,abc4d56f049a613fabad318d79728ed3d342c9e4176b7a57fa6ee1dca7a31579,a9851bf0417e21deb22311f9e6096e4df4dcdf0063bad844fc4be57dae761d40
ar-ar_naming_parser-i1-ar-o1-ln-c1-fe-3fb909f5ad9f,ar-ar_naming_parser-i1-ar-o1-ln-c1-fe,3fb909f5ad9f939fa32888c104d2bbf9b27dfe94a9cea5f1c5e2214addae93fe,0cf59e9c3c37a4d2469d85bce47e480595bcb8ee12a0264692c56b5e484bd05a
ar-ar_naming_parser-i1-ar-o1-ln-c1-fh-e7b86fd333d2,ar-ar_naming_parser-i1-ar-o1-ln-c1-fh,e7b86fd333d2da0b9cefafba917e112a275fcd52ef3c5fc24f1945cc71f7c45b,e620ee0ce7277d2f1097c825ebc317c1519205ce373a7ca26fb6ccd4e195ce1b
ar-ar_naming_parser-i1-ro-o1-ln-c1-fx-0f86d12ce1ab,ar-ar_naming_parser-i1-ro-o1-ln-c1-fx,0f86d12ce1ab5a113f89d80fa1f3cc02902be3f5ff1014752db1e3888f53a6e9,7d83328ee1f5a052834ef3ac51a2c359d7c57a69fe86ebf2a10ef8302401dc1c
ar-ar_naming_parser-i2-ar-o0-ll-c0-fe-d5ac42bca8fe,ar-ar_naming_parser-i2-ar-o0-ll-c0-fe,d5ac42bca8feac324d13b27cd9f9ffd5acad4a41149654a156967a78e585a887,2d1e408ca2a78df3f3d2225344a8677766ffc18ae7dd4d70e883368c8522194d
ar-ar_naming_parser-i2-ar-o0-ll-c0-fh-a5b1c7d18cd1,ar-ar_naming_parser-i2-ar-o0-ll-c0-fh,a5b1c7d18cd13179640371bb31e259034f7356ee324138bc0f31cddc0fc79df2,3eb985daf8944909adffbb2e8b2a325997c0ffb623f758eb96aa8547fd2a0ed6
ar-ar_naming_parser-i2-ro-o0-ll-c0-fx-e0fd28745d08,ar-ar_naming_parser-i2-ro-o0-ll-c0-fx,e0fd28745d08374a90c3f91b6d9bf4d6fcc9293d65fe4333b5683bb26c8dc275,c8fc0b995e27b74a85ecbcd8b51d3455150fd377ab1db73432ac16d8dbb78f40
ar-ar_naming_parser-i2-ar-o0-ll-c1-fe-f3328c787a72,ar-ar_naming_parser-i2-ar-o0-ll-c1-fe,f3328c787a72445abbc1f269839e616a036b8068cd488460a554fc6f43a2b9c8,201a668c0efd2bde96bb94184c1a6fd5ece8a57b67e8fe8f917c6932f8870725
ar-ar_naming_parser-i2-ar-o0-ll-c1-fh-d2b3f47924f6,ar-ar_naming_parser-i2-ar-o0-ll-c1-fh,d2b3f47924f6faa67ae13714944d134d8bc269716463afe3180791ce08fd63af,d94313886ec591ace180c34b4fff78f20d5514b6a33ca5b949168619f465ce3b
ar-ar_naming_parser-i2-ro-o0-ll-c1-fx-702ed5ceab3c,ar-ar_naming_parser-i2-ro-o0-ll-c1-fx,702ed5ceab3cde44512bc762ac3c135de9d5fd7a4215ccbfa9e6108dc66bd2d2,7ed139919ba86f9ecb689e8df859a23a88815d29a5c9a386f1fda27abe87106a
ar-ar_naming_parser-i2-ar-o0-ln-c0-fe-6ba4b04af74c,ar-ar_naming_parser-i2-ar-o0-ln-c0-fe,6ba4b04af74c9bd7e610b717564955c7f7dd01fb11dcc62af05762029c6b9f4a,601d182176b107dcc56b51dfe815857aff452b189942fc98a9a19b5cd4f38213
ar-ar_naming_parser-i2-ar-o0-ln-c0-fh-307e0b5ac9dd,ar-ar_naming_parser-i2-ar-o0-ln-c0-fh,307e0b5ac9ddcebaf9202a360186a3b85c8c05f2194f3b86e85c4d0976ec2daa,44eff56da46a053ef88c3eaf8528d2737a76f9da3e4da248301537ff585e0a1a
ar-ar_naming_parser-i2-ro-o0-ln-c0-fx-4cd7404b4a3d,ar-ar_naming_parser-i2-ro-o0-ln-c0-fx,4cd7404b4a3df58554f3df0f9d69e6b9c5bea554a04b27f9252f6fe9757013b8,2bc39213d9ea9c9d33c3c58a334efa65d9c78fc5dafbc34cc144f95acad7542a
ar-ar_naming_parser-i2-ar-o0-ln-c1-fe-0311714c47a2,ar-ar_naming_parser-i2-ar-o0-ln-c1-fe,0311714c47a29edb190baa258388acf0100993f29247d3af94003556b86676a3,525ab92fa3108a89a547a7086b60b9289856715606bcfc72ef215def438fa215
ar-ar_naming_parser-i2-ar-o0-ln-c1-fh-e9ab4b8c3c71,ar-ar_naming_parser-i2-ar-o0-ln-c1-fh,e9ab4b8c3c71d169e608ff47990a790190544d36b6c6b435a399c99f95aa36dd,232c56961e9c51ea371fcd42a5b99299f0beefea19034d95bf2b691e2ff78a81
ar-ar_naming_parser-i2-ro-o0-ln-c1-fx-ce3273529528,ar-ar_naming_parser-i2-ro-o0-ln-c1-fx,ce3273529528e5488657282d94bf1f79f7c1d7a8d8028728ad11feae765edfa7,3769baa6dd907d73e975340932bbdd6159d83f55ea990b7bd3478dbcecc360f7
ar-ar_naming_parser-i2-ar-o1-ll-c0-fe-96c074a04d2a,ar-ar_naming_parser-i2-ar-o1-ll-c0-fe,96c074a04d2acb8a981705e764bd2d745267ea50ad5552053d47a51daa208941,64e22535c6c582d4dc0fccbf5e790e3247d8d775f13eef2c81d1cd174e03a1a7
ar-ar_naming_parser-i2-ar-o1-ll-c0-fh-2dd49636b431,ar-ar_naming_parser-i2-ar-o1-ll-c0-fh,2dd49636b4310c07552e2dc97171656f5bfc26f89f321cdec80f15d3efc77596,adac90409a1b3a0135cb2c411a6445310831bcb4c097922bcfff68c62b490b4c
ar-ar_naming_parser-i2-ro-o1-ll-c0-fx-6dfbf74e6962,ar-ar_naming_parser-i2-ro-o1-ll-c0-fx,6dfbf74e6962bd15fd9b9596dadada2cbd6db6f05539f9e3aa86228dd1ee963c,b0b9a831c14a6d3df148c12bc87fa8996624b3dbd6b81b7520fbd8910e041b0d
ar-ar_naming_parser-i2-ar-o1-ll-c1-fe-bdcd2170831c,ar-ar_naming_parser-i2-ar-o1-ll-c1-fe,bdcd2170831c3ed66edde87374c44895b6eafda347079c0e50c3a50842cfeee8,0fc6d99b35844495cdf7c1eb243d10b778a017547da4fc57f19bdfe736011b60
ar-ar_naming_parser-i2-ar-o1-ll-c1-fh-ac1c4bdcea38,ar-ar_naming_parser-i2-ar-o1-ll-c1-fh,ac1c4bdcea38901ba6e4bb4c31d5d098a800fb105b913e581cfd46ed0b4f525f,399106a1c9feeb93018fe6183ceb12092bf6306ec507ad0e3f939f42f88d9548
ar-ar_naming_parser-i2-ro-o1-ll-c1-fx-4a2c566dc21a,ar-ar_naming_parser-i2-ro-o1-ll-c1-fx,4a2c566dc21ad0e346c6250d6ff8d5e50021bc796c9c344e7e33c516b16c8e54,cdb7f553533f3354000d42e9dcbf84a6f6360d232fb6c4b746e39b0b47cedaf3
ar-ar_naming_parser-i2-ar-o1-ln-c0-fe-3744d7ac69fe,ar-ar_naming_parser-i2-ar-o1-ln-c0-fe,3744d7ac69fe887bb34fca7cb741c53d49bbcc5bfbdc72de83d82860ea002e22,5dca25c99d9d9599903005c0ea665f629f68cbd2dac2cb1da03d76d0721f7968
ar-ar_naming_parser-i2-ar-o1-ln-c0-fh-b3f415792bd3,ar-ar_naming_parser-i2-ar-o1-ln-c0-fh,b3f415792bd3a2aa1e9aba841769961b69b14aa14287b80e5f3c895cf47094c8,428bd2e3cf4616ea73bedf3f67d83d76c13437306e22274474cb8a661c94da88
ar-ar_naming_parser-i2-ro-o1-ln-c0-fx-ca0fb62a91f3,ar-ar_naming_parser-i2-ro-o1-ln-c0-fx,ca0fb62a91f37c5924c85022084c902c9bef467ba8e11a5e50d6b94beefb32a0,835eeddd7f9021131742713b9031c9fba01e927e94bf705617f7b6fcfa188904
ar-ar_naming_parser-i2-ar-o1-ln-c1-fe-b488ff285e37,ar-ar_naming_parser-i2-ar-o1-ln-c1-fe,b488ff285e3719e475da02fd4e1315767509f2133c74b905841c87ae18f0ce03,64ecb429bded224ca048915855d2588e68fb787a52689c2be34c254fe27e2911
ar-ar_naming_parser-i2-ar-o1-ln-c1-fh-9c6a46a2cfbe,ar-ar_naming_parser-i2-ar-o1-ln-c1-fh,9c6a46a2cfbeceb25b4848434905e8aed72d461c04677280f01a7576a59f07e9,1f70a9939f2ab4c00a8941f4e4ae5967fdc75b8324385074932e86847081d7a0
ar-ar_naming_parser-i2-ro-o1-ln-c1-fx-babd25e5b057,ar-ar_naming_parser-i2-ro-o1-ln-c1-fx,babd25e5b057207879892d1d78eaa6e037d46dd405cbe3e8602d3810ed62dcdf,b4b8d47623eafe5c83af518b7a8c62147527f5fe7dd22d9030b3097e417f1c94
ar-ar_naming_parser-i3-ar-o0-ll-c0-fe-26055d081ddb,ar-ar_naming_parser-i3-ar-o0-ll-c0-fe,26055d081ddb04adf84aa48f8b981553a22b1446a528d9561cdcbe6c78990981,cd9fb60fbe93a11a36d509ed58d28333d31eba7f763172ee073183c6aa671982
ar-ar_naming_parser-i3-ar-o0-ll-c0-fh-c24930e83c70,ar-ar_naming_parser-i3-ar-o0-ll-c0-fh,c24930e83c700a64a5a8e6bf9bc3a6314e7ead1e84ecf8186000c5e61306632b,e851c58da7e8742e8e63a5a80e92fd783ef8e1df0b60e5cae7af63b058f38ded
ar-ar_naming_parser-i3-ro-o0-ll-c0-fx-fe55d9de919d,ar-ar_naming_parser-i3-ro-o0-ll-c0-fx,fe55d9de919dd2a186a71b377fbaeb48c656a4d4f72a002bd633ed14a8356b43,3b139c5f5d8fbf549968ff5359908d638c3089b011a2a4324d6618e74ef53ff0
ar-ar_naming_parser-i3-ar-o0-ll-c1-fe-d672aba458d0,ar-ar_naming_parser-i3-ar-o0-ll-c1-fe,d672aba458d0a87c6bb48693f894e1021a23034eb35ff674c94f4572b342d543,e4efd51afd29f68b1d6da7d9d794386a49b03831365ae14793f0afec91d8dd4f
ar-ar_naming_parser-i3-ar-o0-ll-c1-fh-e388722a5dee,ar-ar_naming_parser-i3-ar-o0-ll-c1-fh,e388722a5dee763470dee35208977a114e0c508d0e56fb6b455807ad8a80d624,5f4ac45d19d19d5b207958a68e717042bd008f4c6036d4ad429fb9dbf5f122fe
ar-ar_naming_parser-i3-ro-o0-ll-c1-fx-cbb7491af493,ar-ar_naming_parser-i3-ro-o0-ll-c1-fx,cbb7491af49360a709cfc171464817de6d9806232fc71bb8f6733436fb1a739f,9fab35a67c646118dc8d7985f510d5418f84370736c1fe7b8567f3aac9f9aaf5
ar-ar_naming_parser-i3-ar-o0-ln-c0-fe-21a40fe311ad,ar-ar_naming_parser-i3-ar-o0-ln-c0-fe,21a40fe311ad82ba35285b4d8869ddf1be4f3aa51a57d906ba80e5f0371f2e94,f2193dc2a9f385c5d63f4ecd9c882a2a1eec2076c9b5a75fc8e0306ea922ab97
ar-ar_naming_parser-i3-ar-o0-ln-c0-fh-e718894624a7,ar-ar_naming_parser-i3-ar-o0-ln-c0-fh,e718894624a7de8480c479a0533b35a5c9227bb68f625837eebb78cc0dfe4e66,dde3291c443328fe5e625fc1b645972094552dfc1009c17e9dc52bed39dbf89b
ar-ar_naming_parser-i3-ro-o0-ln-c0-fx-4cd64dce383f,ar-ar_naming_parser-i3-ro-o0-ln-c0-fx,4cd64dce383feb732a549113ab5de4c7bb33fdbc32bdf1f153448883808f17e4,2cf0924ad61a00a552ad3d1f80c4d816bc1ffec85f413032758eaf2c4fb30002
ar-ar_naming_parser-i3-ar-o0-ln-c1-fe-4c8fbba77b28,ar-ar_naming_parser-i3-ar-o0-ln-c1-fe,4c8fbba77b28a9a66ac7791bb47c6cf6d972f07a31ee7dd5fc37f005ee617569,3766a45f2c54af79f1d523a55d7742d22946f0d19b15b43feb05489e36bd1549
ar-ar_naming_parser-i3-ar-o0-ln-c1-fh-56bcbc3b62f4,ar-ar_naming_parser-i3-ar-o0-ln-c1-fh,56bcbc3b62f4b52a19cb12380b19f6fa7c2e273ff287c6b8fa5502dcbd7a0a21,d7dc67440bb71140df21f5f0ce472aa9ee8e10dc4ac8ef1b2d472ceb0fe95be1
ar-ar_naming_parser-i3-ro-o0-ln-c1-fx-c4e3ffbb7a3d,ar-ar_naming_parser-i3-ro-o0-ln-c1-fx,c4e3ffbb7a3d6fc974671498dbc711c66ea9f1ec7c1dea9e3be562cb401459da,e2a6e76184c5162094dfc4ec141bfe8686af48f17a0d49f574e675c102860f40
ar-ar_naming_parser-i3-ar-o1-ll-c0-fe-64bdc1f9c872,ar-ar_naming_parser-i3-ar-o1-ll-c0-fe,64bdc1f9c872380692aea704d80456f347ed7d589c12bda0f3c6c8671137eda0,4a7d9709ca9fecd84c9db4161bd9ee226d9b365080777dd462b4a47a757f3760
ar-ar_naming_parser-i3-ar-o1-ll-c0-fh-500acbe4b62b,ar-ar_naming_parser-i3-ar-o1-ll-c0-fh,500acbe4b62b69e5f35fa3b429a3642ada1b94ff300f856505d01cdc0d883bc6,325e242303cde2a774f9594a5c980e9721b341146f7abcf0c6a4349d65aa635b
ar-ar_naming_parser-i3-ro-o1-ll-c0-fx-0b36e7f1dfa8,ar-ar_naming_parser-i3-ro-o1-ll-c0-fx,0b36e7f1dfa856e3e90dc7e0424200c514f1d002e63d07bdfae5729549d6c0d7,12ca52158406673aa79d8fc8a55324bf7c72152459a80d5437772d19f2167464
ar-ar_naming_parser-i3-ar-o1-ll-c1-fe-01cb853384ee,ar-ar_naming_parser-i3-ar-o1-ll-c1-fe,01cb853384ee8897184208c49dc6e0eae31167a56b05df9421b94e4e97557fd6,fca3f5a31c45b58d2d83bfdb25f3f8f7913a44733cd050d8b5d9f61e8d19f307
ar-ar_naming_parser-i3-ar-o1-ll-c1-fh-396b330d6856,ar-ar_naming_parser-i3-ar-o1-ll-c1-fh,396b330d6856af609476413677411c8fb4e83937f4579c7ada71e1fda2f86875,ca3ce9fb722e59ab44f615ac4c6a7d7a0d976981f3d09366c606c8a2292147ef
