pair_key,scenario_id,family,ar_frame,both_valid,agree_content,ar_pole1,ro_pole1,ar_margin,ro_margin
ar_docsection_readme|i1|o1|letters|c0,ar_docsection_readme,AR,enacted,1,1.0,1.0,1.0,2.985832656733578,3.375004895008942
ar_docsection_readme|i1|o1|letters|c1,ar_docsection_readme,AR,enacted,1,0.0,1.0,0.0,3.1395351220853627,-2.1249986141940553
ar_docsection_readme|i1|o1|numbers|c0,ar_docsection_readme,AR,enacted,1,1.0,1.0,1.0,3.098696915432754,3.625002622598231
ar_docsection_readme|i1|o1|numbers|c1,ar_docsection_readme,AR,enacted,1,0.0,1.0,0.0,3.386707917728927,-1.374999478459813
ar_docsection_readme|i2|o0|letters|c0,ar_docsection_readme,AR,enacted,1,0.0,0.0,1.0,-3.269515269086696,1.7499997466807145
ar_docsection_readme|i2|o0|letters|c1,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-3.117391374427598,-3.875006921551403
ar_docsection_readme|i2|o0|numbers|c0,ar_docsection_readme,AR,enacted,1,0.0,0.0,1.0,-3.0136143374838866,1.374999582768055
ar_docsection_readme|i2|o0|numbers|c1,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-2.987488551065155,-3.87500309943141
ar_docsection_readme|i2|o1|letters|c0,ar_docsection_readme,AR,enacted,1,1.0,1.0,1.0,2.613948351703357,3.6250063329569002
ar_docsection_readme|i2|o1|letters|c1,ar_docsection_readme,AR,enacted,1,0.0,1.0,0.0,3.0022773005766794,-2.6250004842868293
ar_docsection_readme|i2|o1|numbers|c0,ar_docsection_readme,AR,enacted,1,1.0,1.0,1.0,2.360833904705828,3.50000308453059
ar_docsection_readme|i2|o1|numbers|c1,ar_docsection_readme,AR,enacted,1,0.0,1.0,0.0,3.130914046545513,-2.1249997913840843
ar_docsection_readme|i3|o0|letters|c0,ar_docsection_readme,AR,enacted,1,0.0,0.0,1.0,-4.24912734888494,0.9999972283907255
ar_docsection_readme|i3|o0|letters|c1,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-3.3568452633916195,-3.8750052917519042
ar_docsection_readme|i3|o0|numbers|c0,ar_docsection_readme,AR,enacted,1,0.0,0.0,1.0,-3.750605250708759,0.4999980926545504
ar_docsection_readme|i3|o0|numbers|c1,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-2.951409336179438,-4.0000024903507665
ar_docsection_readme|i3|o1|letters|c0,ar_docsection_readme,AR,enacted,1,1.0,1.0,1.0,2.729452829807826,3.375005029115073
ar_docsection_readme|i3|o1|letters|c1,ar_docsection_readme,AR,enacted,1,0.0,1.0,0.0,3.6602388380561024,-2.374998286370328
ar_docsection_readme|i3|o1|numbers|c0,ar_docsection_readme,AR,enacted,1,1.0,1.0,1.0,2.313028343021756,3.500002577893383
ar_docsection_readme|i3|o1|numbers|c1,ar_docsection_readme,AR,enacted,1,0.0,1.0,0.0,3.4432366916444153,-1.6249983608752245
ar_docsection_readme|i4|o0|letters|c0,ar_docsection_readme,AR,enacted,1,0.0,0.0,1.0,-3.900138781638816,1.2499993145476083
ar_docsection_readme|i4|o0|letters|c1,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-3.4932816517537617,-4.0000040642779595
ar_docsection_readme|i4|o0|numbers|c0,ar_docsection_readme,AR,enacted,1,0.0,0.0,1.0,-3.408098977524787,0.8749991953383187
ar_docsection_readme|i4|o0|numbers|c1,ar_docsection_readme,AR,enacted,1,1.0,0.0,0.0,-3.363950391299909,-3.8750019147955754
ar_docsection_readme|i4|o1|letters|c0,ar_docsection_readme,AR,enacted,1,1.0,1.0,1.0,2.742390907835045,3.3750024959356324
ar_docsection_readme|i4|o1|letters|c1,ar_docsection_readme,AR,enacted,1,0.0,1.0,0.0,3.5024399156682193,-2.124999716878392
ar_docsection_readme|i4|o1|numbers|c0,ar_docsection_readme,AR,enacted,1,1.0,1.0,1.0,2.7318476606159265,3.375001516190082
ar_docsection_readme|i4|o1|numbers|c1,ar_docsection_readme,AR,enacted,1,0.0,1.0,0.0,3.386480922345072,-1.4999994933609742
ar_execmode_ingest|i0|o0|letters|c0,ar_execmode_ingest,AR,enacted,1,0.0,0.0,1.0,-2.846355316694826,0.9999951720418494
ar_execmode_ingest|i0|o0|letters|c1,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-4.9663482787600515,-5.000002101053269
ar_execmode_ingest|i0|o0|numbers|c0,ar_execmode_ingest,AR,enacted,1,0.0,0.0,1.0,-3.2215328220045194,1.3749968409622397
ar_execmode_ingest|i0|o0|numbers|c1,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-4.42110350354983,-4.625001546922476
ar_execmode_ingest|i0|o1|letters|c0,ar_execmode_ingest,AR,enacted,0,nan,nan,1.0,-0.20095103979292617,0.24999654295561413
ar_execmode_ingest|i0|o1|letters|c1,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-1.4408555659465492,-5.87499703328001
ar_execmode_ingest|i0|o1|numbers|c0,ar_execmode_ingest,AR,enacted,0,nan,nan,1.0,-0.7519368231298813,0.9999991655381564
ar_execmode_ingest|i0|o1|numbers|c1,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-1.1481189564801753,-4.874998685906007
ar_execmode_ingest|i1|o0|letters|c0,ar_execmode_ingest,AR,enacted,1,0.0,0.0,1.0,-2.7609791196882725,0.9999968409622397
ar_execmode_ingest|i1|o0|letters|c1,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-4.961938318327611,-4.375000700351848
ar_execmode_ingest|i1|o0|numbers|c0,ar_execmode_ingest,AR,enacted,1,0.0,0.0,1.0,-2.9482521107420325,1.6249986439963777
ar_execmode_ingest|i1|o0|numbers|c1,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-4.671089935114878,-4.000001121309197
ar_execmode_ingest|i1|o1|letters|c0,ar_execmode_ingest,AR,enacted,1,1.0,1.0,1.0,1.1018626689908615,0.6249964237399581
ar_execmode_ingest|i1|o1|letters|c1,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-1.1731642624363303,-5.999997655400193
ar_execmode_ingest|i1|o1|numbers|c0,ar_execmode_ingest,AR,enacted,0,nan,nan,1.0,0.775913551449662,0.8749986887012255
ar_execmode_ingest|i1|o1|numbers|c1,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-0.6266496069729328,-4.874999456108185
ar_execmode_ingest|i2|o0|letters|c0,ar_execmode_ingest,AR,enacted,1,0.0,0.0,1.0,-1.8788348496891558,1.6249968707645621
ar_execmode_ingest|i2|o0|letters|c1,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-4.97023875917921,-4.375001073810381
ar_execmode_ingest|i2|o0|numbers|c0,ar_execmode_ingest,AR,enacted,1,0.0,0.0,1.0,-2.0594984588678926,2.2499978393354922
ar_execmode_ingest|i2|o0|numbers|c1,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-4.274785278363765,-4.125002020964757
ar_execmode_ingest|i2|o1|letters|c0,ar_execmode_ingest,AR,enacted,1,1.0,1.0,1.0,1.4881192594760932,0.6250008046595212
ar_execmode_ingest|i2|o1|letters|c1,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-1.4178902195490082,-5.499996127105987
ar_execmode_ingest|i2|o1|numbers|c0,ar_execmode_ingest,AR,enacted,0,nan,nan,1.0,0.9240535348652656,1.3750000447034836
ar_execmode_ingest|i2|o1|numbers|c1,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-0.8831821761268657,-4.874998467044918
ar_execmode_ingest|i3|o0|letters|c0,ar_execmode_ingest,AR,enacted,1,0.0,0.0,1.0,-2.156959092244506,0.4999972283903844
ar_execmode_ingest|i3|o0|letters|c1,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-5.354439277666643,-4.12500018812716
ar_execmode_ingest|i3|o0|numbers|c0,ar_execmode_ingest,AR,enacted,1,0.0,0.0,1.0,-2.174656178802252,0.8749979138412982
ar_execmode_ingest|i3|o0|numbers|c1,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-4.3573102960353935,-3.749999800697424
ar_execmode_ingest|i3|o1|letters|c0,ar_execmode_ingest,AR,enacted,0,nan,nan,0.0,-1.3132828474045368,-1.7500026971008538
ar_execmode_ingest|i3|o1|letters|c1,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-2.849926845286973,-6.499997946903022
ar_execmode_ingest|i3|o1|numbers|c0,ar_execmode_ingest,AR,enacted,0,nan,nan,0.0,-1.2852394282818125,-0.8750030100266031
ar_execmode_ingest|i3|o1|numbers|c1,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-2.069599484821083,-5.249999177643247
ar_execmode_ingest|i4|o0|letters|c0,ar_execmode_ingest,AR,enacted,1,0.0,0.0,1.0,-2.8229749966412783,0.624996423732
ar_execmode_ingest|i4|o0|letters|c1,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-5.481844634742174,-4.874998756690729
ar_execmode_ingest|i4|o0|numbers|c0,ar_execmode_ingest,AR,enacted,1,0.0,0.0,1.0,-2.824497252353467,0.9999970495780417
ar_execmode_ingest|i4|o0|numbers|c1,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-4.570112722923341,-4.625000607220272
ar_execmode_ingest|i4|o1|letters|c0,ar_execmode_ingest,AR,enacted,1,0.0,1.0,0.0,0.4768678247922935,-1.1250055431974033
ar_execmode_ingest|i4|o1|letters|c1,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-1.7232763919746503,-6.249996247246486
ar_execmode_ingest|i4|o1|numbers|c0,ar_execmode_ingest,AR,enacted,0,nan,nan,1.0,0.07129260897625045,0.37499785424074616
ar_execmode_ingest|i4|o1|numbers|c1,ar_execmode_ingest,AR,enacted,1,1.0,0.0,0.0,-1.2677338167559355,-5.124998860063215
ar_execmode_migration|i0|o0|letters|c0,ar_execmode_migration,AR,enacted,1,0.0,0.0,1.0,-1.6676650973968208,1.124994009757188
ar_execmode_migration|i0|o0|letters|c1,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-4.586948644368249,-4.375000225380063
ar_execmode_migration|i0|o0|numbers|c0,ar_execmode_migration,AR,enacted,1,0.0,0.0,1.0,-2.098028279375285,1.4999961853136483
ar_execmode_migration|i0|o0|numbers|c1,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-4.171101907267484,-4.000000501050295
ar_execmode_migration|i0|o1|letters|c0,ar_execmode_migration,AR,enacted,1,1.0,1.0,1.0,1.0712894946332199,0.37499678136646253
ar_execmode_migration|i0|o1|letters|c1,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-1.4441318263416179,-5.249995888687636
ar_execmode_migration|i0|o1|numbers|c0,ar_execmode_migration,AR,enacted,0,nan,nan,1.0,0.601869329809972,0.8749981224598287
ar_execmode_migration|i0|o1|numbers|c1,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-1.2672373637906276,-4.499998216519543
ar_execmode_migration|i1|o0|letters|c0,ar_execmode_migration,AR,enacted,1,0.0,0.0,1.0,-2.419521632604301,0.9999970495766775
ar_execmode_migration|i1|o0|letters|c1,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-4.326391968875896,-4.000002281730758
ar_execmode_migration|i1|o0|numbers|c0,ar_execmode_migration,AR,enacted,1,0.0,0.0,1.0,-2.4421425298787653,1.4999982565665277
ar_execmode_migration|i1|o0|numbers|c1,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-3.9210932236161398,-3.625001464035222
ar_execmode_migration|i1|o1|letters|c0,ar_execmode_migration,AR,enacted,1,1.0,1.0,1.0,2.0617231354116825,0.8749985694928455
ar_execmode_migration|i1|o1|letters|c1,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-0.6558380809146911,-4.499998724089949
ar_execmode_migration|i1|o1|numbers|c0,ar_execmode_migration,AR,enacted,0,nan,nan,1.0,1.49238916486496,0.8749991059321474
ar_execmode_migration|i1|o1|numbers|c1,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-0.6284378357231617,-4.124999660998924
ar_execmode_migration|i2|o0|letters|c0,ar_execmode_migration,AR,enacted,1,0.0,0.0,1.0,-2.0105870832921937,1.6249972283903844
ar_execmode_migration|i2|o0|letters|c1,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-3.6044473927466356,-4.250002626320338
ar_execmode_migration|i2|o0|numbers|c0,ar_execmode_migration,AR,enacted,1,0.0,0.0,1.0,-2.077865337836556,1.999998196962565
ar_execmode_migration|i2|o0|numbers|c1,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-3.3263977617021965,-4.0000014938385675
ar_execmode_migration|i2|o1|letters|c0,ar_execmode_migration,AR,enacted,1,1.0,1.0,1.0,1.3573144525289251,0.8749991655370195
ar_execmode_migration|i2|o1|letters|c1,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-1.015910094982246,-4.374998636545172
ar_execmode_migration|i2|o1|numbers|c0,ar_execmode_migration,AR,enacted,1,1.0,1.0,1.0,0.9009127765893865,1.3749995231636376
ar_execmode_migration|i2|o1|numbers|c1,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-1.005122390401084,-4.499999183230614
ar_execmode_migration|i3|o0|letters|c0,ar_execmode_migration,AR,enacted,1,0.0,0.0,1.0,-1.8830376816913486,1.3749966174450492
ar_execmode_migration|i3|o0|letters|c1,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-4.354444915428189,-3.250000022351742
ar_execmode_migration|i3|o0|numbers|c0,ar_execmode_migration,AR,enacted,1,0.0,0.0,1.0,-1.6426914548501372,1.124997943643507
ar_execmode_migration|i3|o0|numbers|c1,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-3.0897673517463886,-3.375001188364422
ar_execmode_migration|i3|o1|letters|c0,ar_execmode_migration,AR,enacted,1,0.0,1.0,0.0,0.4768639504908947,-0.12500321864069974
ar_execmode_migration|i3|o1|letters|c1,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-1.4635088263312355,-5.124998586254378
ar_execmode_migration|i3|o1|numbers|c0,ar_execmode_migration,AR,enacted,0,nan,nan,1.0,-0.17870858311658822,0.6249974668087361
ar_execmode_migration|i3|o1|numbers|c1,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-0.9011754696257412,-4.249999489636025
ar_execmode_migration|i4|o0|letters|c0,ar_execmode_migration,AR,enacted,1,0.0,0.0,1.0,-2.0153144085779786,1.1249967813577086
ar_execmode_migration|i4|o0|letters|c1,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-4.231841723432126,-4.125000245868478
ar_execmode_migration|i4|o0|numbers|c0,ar_execmode_migration,AR,enacted,1,0.0,0.0,1.0,-1.916303628939204,1.6249979883469905
ar_execmode_migration|i4|o0|numbers|c1,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-3.2163470610960303,-3.8750011157222843
ar_execmode_migration|i4|o1|letters|c0,ar_execmode_migration,AR,enacted,1,0.0,1.0,0.0,0.7188415229318821,-1.0000019371457256
ar_execmode_migration|i4|o1|letters|c1,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-1.2925107411574572,-5.874998591842427
ar_execmode_migration|i4|o1|numbers|c0,ar_execmode_migration,AR,enacted,1,0.0,1.0,0.0,0.2423944771289257,-0.12500083446320787
ar_execmode_migration|i4|o1|numbers|c1,ar_execmode_migration,AR,enacted,1,1.0,0.0,0.0,-1.0106160785653628,-4.9999993732209305
ar_logformat_service|i0|o0|letters|c0,ar_logformat_service,AR,enacted,1,0.0,0.0,1.0,-4.376636038708966,1.3749972134892232
ar_logformat_service|i0|o0|letters|c1,ar_logformat_service,AR,enacted,1,1.0,0.0,0.0,-5.358956301119171,-5.12500249174775
ar_logformat_service|i0|o0|numbers|c0,ar_logformat_service,AR,enacted,1,0.0,0.0,1.0,-4.517634226118389,1.3749990165248391
ar_logformat_service|i0|o0|numbers|c1,ar_logformat_service,AR,enacted,1,1.0,0.0,0.0,-4.820106686092885,-4.750001299193059
ar_logformat_service|i0|o1|letters|c0,ar_logformat_service,AR,enacted,1,1.0,1.0,1.0,1.2188217639923025,2.125002011646302
ar_logformat_service|i0|o1|letters|c1,ar_logformat_service,AR,enacted,1,0.0,1.0,0.0,0.8869581017643213,-4.624998022807745
ar_logformat_service|i0|o1|numbers|c0,ar_logformat_service,AR,enacted,0,nan,nan,1.0,0.5568306744098379,2.2500002756708
ar_logformat_service|i0|o1|numbers|c1,ar_logformat_service,AR,enacted,1,0.0,1.0,0.0,1.2617082567303441,-3.4999998845160007
ar_logformat_service|i1|o0|letters|c0,ar_logformat_service,AR,enacted,1,0.0,0.0,1.0,-4.280995038832771,2.374997064476588
ar_logformat_service|i1|o0|letters|c1,ar_logformat_service,AR,enacted,1,1.0,0.0,0.0,-5.7423882135189785,-4.250001344827751
ar_logformat_service|i1|o0|numbers|c0,ar_logformat_service,AR,enacted,1,0.0,0.0,1.0,-3.600350009612157,1.9999992102393094
ar_logformat_service|i1|o0|numbers|c1,ar_logformat_service,AR,enacted,1,1.0,0.0,0.0,-4.820110104978056,-4.125000437721155
ar_logformat_service|i1|o1|letters|c0,ar_logformat_service,AR,enacted,1,1.0,1.0,1.0,1.5702358782291341,1.375002145760618
ar_logformat_service|i1|o1|letters|c1,ar_logformat_service,AR,enacted,1,0.0,1.0,0.0,0.8180101062171161,-5.2499977215231866
ar_logformat_service|i1|o1|numbers|c0,ar_logformat_service,AR,enacted,1,1.0,1.0,1.0,1.3518595248460699,1.7500003129234756
ar_logformat_service|i1|o1|numbers|c1,ar_logformat_service,AR,enacted,1,0.0,1.0,0.0,0.9231020771549083,-3.9999991096564145
ar_logformat_service|i2|o0|letters|c0,ar_logformat_service,AR,enacted,1,0.0,0.0,1.0,-4.780974854147644,2.124996870762857
ar_logformat_service|i2|o0|letters|c1,ar_logformat_service,AR,enacted,1,1.0,0.0,0.0,-6.748293856158824,-4.625002396287982
ar_logformat_service|i2|o0|numbers|c0,ar_logformat_service,AR,enacted,1,0.0,0.0,1.0,-4.563200129545294,1.9999980479511237
ar_logformat_service|i2|o0|numbers|c1,ar_logformat_service,AR,enacted,1,1.0,0.0,0.0,-5.868279420537817,-4.375001137143613
ar_logformat_service|i2|o1|letters|c0,ar_logformat_service,AR,enacted,1,1.0,1.0,1.0,1.8997766822576452,1.2500015497155346
ar_logformat_service|i2|o1|letters|c1,ar_logformat_service,AR,enacted,1,0.0,1.0,0.0,0.7883804887533188,-5.249998287766289
ar_logformat_service|i2|o1|numbers|c0,ar_logformat_service,AR,enacted,1,1.0,1.0,1.0,1.524567142128916,1.5000008493641417
ar_logformat_service|i2|o1|numbers|c1,ar_logformat_service,AR,enacted,1,0.0,1.0,0.0,1.1574785229749978,-4.374999386259333
ar_logformat_service|i3|o0|letters|c0,ar_logformat_service,AR,enacted,1,0.0,0.0,1.0,-4.975257213722216,1.999998196961883
ar_logformat_service|i3|o0|letters|c1,ar_logformat_service,AR,enacted,1,1.0,0.0,0.0,-5.492387181613566,-4.750001050530045
ar_logformat_service|i3|o0|numbers|c0,ar_logformat_service,AR,enacted,1,0.0,0.0,1.0,-4.531044270283019,1.7499989718210145
ar_logformat_service|i3|o0|numbers|c1,ar_logformat_service,AR,enacted,1,1.0,0.0,0.0,-4.331991700455518,-4.625001107341063
ar_logformat_service|i3|o1|letters|c0,ar_logformat_service,AR,enacted,1,1.0,1.0,1.0,1.74804696440696,1.6249999701976776
ar_logformat_service|i3|o1|letters|c1,ar_logformat_service,AR,enacted,1,0.0,1.0,0.0,2.2970875437604263,-4.62499810103634
ar_logformat_service|i3|o1|numbers|c0,ar_logformat_service,AR,enacted,1,1.0,1.0,1.0,0.9009002149105001,2.2499999031424522
ar_logformat_service|i3|o1|numbers|c1,ar_logformat_service,AR,enacted,1,0.0,1.0,0.0,2.0330221941694617,-3.374999321998075
ar_logformat_service|i4|o0|letters|c0,ar_logformat_service,AR,enacted,1,0.0,0.0,1.0,-4.569736155011924,1.6249969303674447
ar_logformat_service|i4|o0|letters|c1,ar_logformat_service,AR,enacted,1,1.0,0.0,0.0,-5.616381110157789,-4.375001949254624
ar_logformat_service|i4|o0|numbers|c0,ar_logformat_service,AR,enacted,1,0.0,0.0,1.0,-4.194781573052751,1.4999986439961503
ar_logformat_service|i4|o0|numbers|c1,ar_logformat_service,AR,enacted,1,1.0,0.0,0.0,-4.461951967328758,-4.250000523402377
ar_logformat_service|i4|o1|letters|c0,ar_logformat_service,AR,enacted,1,1.0,1.0,1.0,1.4980622529982952,1.5000032037323763
