item_id,scenario_id,channel,family,q_pole_0,q_pole_1,margin,margin_finite
ar-ar_component_library-i1-ar-o1-ln-c1-fh-c5f34a85a190,ar_component_library,AR,AR,-0.4746401906013489,-0.9746406674383934,-0.5000004768370445,1
ar-ar_component_library-i1-ro-o0-ll-c0-fx-f3612d6ebd1d,ar_component_library,RO,AR,-0.63371342420578,-0.7587137818335918,-0.1250003576278118,1
ar-ar_component_library-i1-ro-o0-ll-c1-fx-739e2565fc4c,ar_component_library,RO,AR,-0.1806564927100851,-1.805656313896172,-1.624999821186087,1
ar-ar_component_library-i1-ro-o0-ln-c0-fx-a572953f80d8,ar_component_library,RO,AR,-0.6336467266082764,-0.758646965026827,-0.12500023841855068,1
ar-ar_component_library-i1-ro-o0-ln-c1-fx-b576345b021c,ar_component_library,RO,AR,-0.1610480546951223,-1.9110479354858398,-1.7499998807907176,1
ar-ar_component_library-i1-ro-o1-ll-c0-fx-e4445a7e8464,ar_component_library,RO,AR,-0.52485400438308,-0.8998541235923483,-0.37500011920926823,1
ar-ar_component_library-i1-ro-o1-ll-c1-fx-c532222d6795,ar_component_library,RO,AR,-0.1810963153838827,-1.8060961961746145,-1.6249998807907318,1
ar-ar_component_library-i1-ro-o1-ln-c0-fx-853085c5eebc,ar_component_library,RO,AR,-0.4758938252925873,-0.9758939743041921,-0.5000001490116048,1
ar-ar_component_library-i1-ro-o1-ln-c1-fx-a3e134bc14c5,ar_component_library,RO,AR,-0.1616571545600607,-1.9116569757461477,-1.749999821186087,1
ar-ar_component_library-i2-ar-o0-ll-c0-fe-26e779c0dfc5,ar_component_library,AR,AR,-0.18001674115657096,-1.8050167560577322,-1.6250000149011612,1
ar-ar_component_library-i2-ar-o0-ll-c0-fh-a559f54ff3b0,ar_component_library,AR,AR,-0.11303222924470191,-2.238032102584839,-2.124999873340137,1
ar-ar_component_library-i2-ar-o0-ll-c1-fe-b1dcbc3ce9a2,ar_component_library,AR,AR,-0.0621886923907482,-2.812188506126347,-2.7499998137355988,1
ar-ar_component_library-i2-ar-o0-ll-c1-fh-2fc3317e1a53,ar_component_library,AR,AR,-0.0488466732203392,-3.048846364021294,-2.999999690800955,1
ar-ar_component_library-i2-ar-o0-ln-c0-fe-6d5cf3e81c98,ar_component_library,AR,AR,-0.20171768963336234,-1.7017176151275635,-1.4999999254942011,1
ar-ar_component_library-i2-ar-o0-ln-c0-fh-c8b1a283bab4,ar_component_library,AR,AR,-0.1004529744386673,-2.3504528999328613,-2.249999925494194,1
ar-ar_component_library-i2-ar-o0-ln-c1-fe-d71caf2c4436,ar_component_library,AR,AR,-0.055110465735140224,-2.9301104545592978,-2.8749999888241575,1
ar-ar_component_library-i2-ar-o0-ln-c1-fh-e670eb9a606c,ar_component_library,AR,AR,-0.029984947293989705,-3.5299848318099905,-3.4999998845160007,1
ar-ar_component_library-i2-ar-o1-ll-c0-fe-c3318c26c9ac,ar_component_library,AR,AR,-1.1373629570006756,-0.38736629485401863,0.749996662146657,1
ar-ar_component_library-i2-ar-o1-ll-c0-fh-c26e919d115f,ar_component_library,AR,AR,-1.0542314052581503,-0.42923676966029234,0.624994635597858,1
ar-ar_component_library-i2-ar-o1-ll-c1-fe-3a80f7dca21b,ar_component_library,AR,AR,-0.3874494731426168,-1.1374505758278701,-0.7500011026852533,1
ar-ar_component_library-i2-ar-o1-ll-c1-fh-1cf5ae2ee41c,ar_component_library,AR,AR,-0.42920199036598206,-1.0542027950283455,-0.6250008046623634,1
ar-ar_component_library-i2-ar-o1-ln-c0-fe-3a9f9910ce6f,ar_component_library,AR,AR,-1.0542271137237265,-0.4292276501652168,0.6249994635585097,1
ar-ar_component_library-i2-ar-o1-ln-c0-fh-c3237e8f2e3e,ar_component_library,AR,AR,-1.1375286579131796,-0.38752910494781645,0.7499995529653631,1
ar-ar_component_library-i2-ar-o1-ln-c1-fe-8b2bbba3274a,ar_component_library,AR,AR,-0.3490227162837911,-1.2240232229231083,-0.8750005066393172,1
ar-ar_component_library-i2-ar-o1-ln-c1-fh-53ffa13d49ba,ar_component_library,AR,AR,-0.42928236722946167,-1.0542827844619183,-0.6250004172324566,1
ar-ar_component_library-i2-ro-o0-ll-c0-fx-e358db2a956f,ar_component_library,RO,AR,-0.6944464445114136,-0.6944469213484581,-4.768370445162873e-07,1
ar-ar_component_library-i2-ro-o0-ll-c1-fx-284fe5e525ac,ar_component_library,RO,AR,-0.1805862337350561,-1.8055860996246267,-1.6249998658895706,1
ar-ar_component_library-i2-ro-o0-ln-c0-fx-3a86b351bd6d,ar_component_library,RO,AR,-0.6943343877792358,-0.6943346261977865,-2.3841855067985307e-07,1
ar-ar_component_library-i2-ro-o0-ln-c1-fx-8b64876df484,ar_component_library,RO,AR,-0.16105373203753715,-1.9110536575317383,-1.7499999254942011,1
ar-ar_component_library-i2-ro-o1-ll-c0-fx-d0fe4702cb9f,ar_component_library,RO,AR,-0.430582433938973,-1.0555825233459188,-0.6250000894069458,1
ar-ar_component_library-i2-ro-o1-ll-c1-fx-a9637a6a606a,ar_component_library,RO,AR,-0.16169942915436764,-1.9116994142532064,-1.7499999850988388,1
ar-ar_component_library-i2-ro-o1-ln-c0-fx-b6bb3c047210,ar_component_library,RO,AR,-0.4307495355606079,-1.0557496547698904,-0.6250001192092824,1
ar-ar_component_library-i2-ro-o1-ln-c1-fx-4d2acd9926b9,ar_component_library,RO,AR,-0.1281929314136221,-2.1281927824020315,-1.9999998509884094,1
ar-ar_component_library-i3-ar-o0-ll-c0-fe-d3f1b57f3fe3,ar_component_library,AR,AR,-0.16056197881695766,-1.9105619192123342,-1.7499999403953765,1
ar-ar_component_library-i3-ar-o0-ll-c0-fh-59ba7c3108b4,ar_component_library,AR,AR,-0.11307577788829093,-2.2380757331848145,-2.1249999552965235,1
ar-ar_component_library-i3-ar-o0-ll-c1-fe-b38fa2e45ba2,ar_component_library,AR,AR,-0.07018730788877292,-2.695185065268902,-2.624997757380129,1
ar-ar_component_library-i3-ar-o0-ll-c1-fh-310060c4b38d,ar_component_library,AR,AR,-0.08931033836415736,-2.464244008064213,-2.374933669700056,1
ar-ar_component_library-i3-ar-o0-ln-c0-fe-96f363c55d86,ar_component_library,AR,AR,-0.18010734021662955,-1.8051072359085083,-1.6249998956918787,1
ar-ar_component_library-i3-ar-o0-ln-c0-fh-08edce9405bd,ar_component_library,AR,AR,-0.14300228655337577,-2.0180022716522217,-1.874999985098846,1
ar-ar_component_library-i3-ar-o0-ln-c1-fe-f520cdc82539,ar_component_library,AR,AR,-0.07915748655750576,-2.5791569948195843,-2.4999995082620785,1
ar-ar_component_library-i3-ar-o0-ln-c1-fh-bee5f58dcb5c,ar_component_library,AR,AR,-0.11316802352649802,-2.238167643547051,-2.124999620020553,1
ar-ar_component_library-i3-ar-o1-ll-c0-fe-52041515cc1e,ar_component_library,AR,AR,-1.805076003074305,-0.18010687777859857,1.6249691252957064,1
ar-ar_component_library-i3-ar-o1-ll-c0-fh-083186afc245,ar_component_library,AR,AR,-1.5023370981215862,-0.2551430983003229,1.2471939998212633,1
ar-ar_component_library-i3-ar-o1-ll-c1-fe-a60d0c48616b,ar_component_library,AR,AR,-0.758180260658257,-0.6331806182860191,0.12499964237223793,1
ar-ar_component_library-i3-ar-o1-ll-c1-fh-4a02faf5b033,ar_component_library,AR,AR,-0.8264402151107717,-0.5764404535293011,0.24999976158147064,1
ar-ar_component_library-i3-ar-o1-ln-c0-fe-4fb9b654a34c,ar_component_library,AR,AR,-1.600819110870333,-0.22582766409777832,1.3749914467725546,1
ar-ar_component_library-i3-ar-o1-ln-c0-fh-810c1367bd72,ar_component_library,AR,AR,-1.4066109657287313,-0.2816388007013302,1.1249721650274012,1
ar-ar_component_library-i3-ar-o1-ln-c1-fe-b3f643883d71,ar_component_library,AR,AR,-0.633207619190209,-0.7582077383994772,-0.12500011920926823,1
ar-ar_component_library-i3-ar-o1-ln-c1-fh-0ada5b5b1cba,ar_component_library,AR,AR,-0.576555848121636,-0.826555848121636,-0.25,1
ar-ar_component_library-i3-ro-o0-ll-c0-fx-400f783997ab,ar_component_library,RO,AR,-0.5254662036895468,-0.9004664421080406,-0.37500023841849384,1
ar-ar_component_library-i3-ro-o0-ll-c1-fx-f09066608693,ar_component_library,RO,AR,-0.20257338881489773,-1.7025732994079519,-1.4999999105930542,1
ar-ar_component_library-i3-ro-o0-ln-c0-fx-d7c6d007a7a3,ar_component_library,RO,AR,-0.6349896192550588,-0.7599898576735882,-0.12500023841852936,1
ar-ar_component_library-i3-ro-o0-ln-c1-fx-05353e11cbc1,ar_component_library,RO,AR,-0.18092013895508785,-1.8059200048446584,-1.6249998658895706,1
ar-ar_component_library-i3-ro-o1-ll-c0-fx-c529f1308c51,ar_component_library,RO,AR,-0.7595755457878042,-0.6345757842063335,0.12499976158147064,1
ar-ar_component_library-i3-ro-o1-ll-c1-fx-0666fd4298a8,ar_component_library,RO,AR,-0.31556391715997734,-1.3155639171599773,-1.0,1
ar-ar_component_library-i3-ro-o1-ln-c0-fx-3170c8840e6d,ar_component_library,RO,AR,-0.7598323822021484,-0.6348326206206991,0.12499976158144932,1
ar-ar_component_library-i3-ro-o1-ln-c1-fx-16500cfdeecf,ar_component_library,RO,AR,-0.2278369516133978,-1.6028372049330528,-1.375000253319655,1
ar-ar_component_library-i4-ar-o0-ll-c0-fe-3bbe1324f1a9,ar_component_library,AR,AR,-0.1800437420606329,-1.8050436973571493,-1.6249999552965164,1
ar-ar_component_library-i4-ar-o0-ll-c0-fh-06806290a89f,ar_component_library,AR,AR,-0.10044176876544242,-2.3504416942596436,-2.249999925494201,1
ar-ar_component_library-i4-ar-o0-ll-c1-fe-11c62b036126,ar_component_library,AR,AR,-0.06220571324217872,-2.8122056722640423,-2.7499999590218636,1
ar-ar_component_library-i4-ar-o0-ll-c1-fh-661bf29ff1f1,ar_component_library,AR,AR,-0.0701822191475685,-2.695182085037203,-2.6249998658896345,1
ar-ar_component_library-i4-ar-o0-ln-c0-fe-4cda24fd2160,ar_component_library,AR,AR,-0.2017480880021978,-1.701748013496399,-1.4999999254942011,1
ar-ar_component_library-i4-ar-o0-ln-c0-fh-66e64a4f17f1,ar_component_library,AR,AR,-0.14301083981990814,-2.0180108547210693,-1.8750000149011612,1
ar-ar_component_library-i4-ar-o0-ln-c1-fe-e6a528bb8e5d,ar_component_library,AR,AR,-0.04882509633895893,-3.048824906349175,-2.999999810010216,1
ar-ar_component_library-i4-ar-o0-ln-c1-fh-37ba0463c51e,ar_component_library,AR,AR,-0.05516155809163337,-2.9301615953445364,-2.875000037252903,1
ar-ar_component_library-i4-ar-o1-ll-c0-fe-cb684cca1de4,ar_component_library,AR,AR,-1.6008360385893639,-0.22583784162748088,1.374998196961883,1
ar-ar_component_library-i4-ar-o1-ll-c0-fh-b6ba3cd1c82a,ar_component_library,AR,AR,-1.3137753009795858,-0.3137843012373196,0.9999909997422662,1
ar-ar_component_library-i4-ar-o1-ll-c1-fe-3cfc84615269,ar_component_library,AR,AR,-0.5237139463424398,-0.898715615270703,-0.37500166892826314,1
ar-ar_component_library-i4-ar-o1-ll-c1-fh-d28258d07ea5,ar_component_library,AR,AR,-0.6331372261047292,-0.7581380605693084,-0.1250008344645792,1
ar-ar_component_library-i4-ar-o1-ln-c0-fe-a87e744326d6,ar_component_library,AR,AR,-1.5023963451385214,-0.2523967325685703,1.249999612569951,1
ar-ar_component_library-i4-ar-o1-ln-c0-fh-9b67e3dce9ce,ar_component_library,AR,AR,-1.3138175010680868,-0.3138188719736945,0.9999986290943923,1
ar-ar_component_library-i4-ar-o1-ln-c1-fe-99d828899c80,ar_component_library,AR,AR,-0.4747112989425659,-0.9747120141980758,-0.5000007152555099,1
ar-ar_component_library-i4-ar-o1-ln-c1-fh-e96f1c74e75d,ar_component_library,AR,AR,-0.5237482786178589,-0.8987485170364096,-0.3750002384185507,1
ar-ar_component_library-i4-ro-o0-ll-c0-fx-1b9fab7d0bdf,ar_component_library,RO,AR,-0.5770862698554993,-0.8270866274833111,-0.2500003576278118,1
ar-ar_component_library-i4-ro-o0-ll-c1-fx-bdf52d6812bc,ar_component_library,RO,AR,-0.1805977225302513,-1.805597424507134,-1.6249997019768827,1
ar-ar_component_library-i4-ro-o0-ln-c0-fx-0f85483d67c0,ar_component_library,RO,AR,-0.5769908428192139,-0.8269909620284963,-0.25000011920928245,1
ar-ar_component_library-i4-ro-o0-ln-c1-fx-8d49ad551b42,ar_component_library,RO,AR,-0.1610257178544927,-1.9110256433486938,-1.7499999254942011,1
ar-ar_component_library-i4-ro-o1-ll-c0-fx-7f14e466a689,ar_component_library,RO,AR,-0.5246804356574941,-0.8996806740760235,-0.37500023841852936,1
ar-ar_component_library-i4-ro-o1-ll-c1-fx-ff4c67041faf,ar_component_library,RO,AR,-0.2270531654357626,-1.6020530462264944,-1.3749998807907318,1
ar-ar_component_library-i4-ro-o1-ln-c0-fx-852941b4af5b,ar_component_library,RO,AR,-0.4760235846042633,-0.9760237932204916,-0.5000002086162283,1
ar-ar_component_library-i4-ro-o1-ln-c1-fx-e3324f9b51e1,ar_component_library,RO,AR,-0.1812131255865097,-1.8062132596969533,-1.6250001341104436,1
ar-ar_docsection_readme-i0-ar-o0-ll-c0-fe-01ca8eb529f1,ar_docsection_readme,AR,AR,-0.05507246032340163,-2.9300718307495117,-2.87499937042611,1
ar-ar_docsection_readme-i0-ar-o0-ll-c0-fh-3cc89c1dbb8b,ar_docsection_readme,AR,AR,-0.07909169793117599,-2.5790913105010986,-2.4999996125699226,1
ar-ar_docsection_readme-i0-ar-o0-ll-c1-fe-314427606405,ar_docsection_readme,AR,AR,-0.055144656449442664,-2.93014430999753,-2.8749996535480875,1
ar-ar_docsection_readme-i0-ar-o0-ll-c1-fh-a5eabda11be0,ar_docsection_readme,AR,AR,-0.16052156686779995,-1.9105215072631552,-1.7499999403953552,1
ar-ar_docsection_readme-i0-ar-o0-ln-c0-fe-bdbd741bc831,ar_docsection_readme,AR,AR,-0.0550543889403059,-2.930054187774658,-2.8749997988343523,1
ar-ar_docsection_readme-i0-ar-o0-ln-c0-fh-0b160d6ae4bb,ar_docsection_readme,AR,AR,-0.0891333669423986,-2.4641332626342773,-2.3749998956918787,1
ar-ar_docsection_readme-i0-ar-o0-ln-c1-fe-34b9af83cd81,ar_docsection_readme,AR,AR,-0.0550989545881464,-2.930099010467501,-2.8750000558793545,1
ar-ar_docsection_readme-i0-ar-o0-ln-c1-fh-ef2ced128fce,ar_docsection_readme,AR,AR,-0.12721689045426388,-2.1272166967391897,-1.9999998062849258,1
ar-ar_docsection_readme-i0-ar-o1-ll-c0-fe-96af01b7b9d0,ar_docsection_readme,AR,AR,-0.31392103433606167,-1.3139367102303368,-1.000015675894275,1
ar-ar_docsection_readme-i0-ar-o1-ll-c0-fh-0e1950c5ddfc,ar_docsection_readme,AR,AR,-0.47449415922162075,-0.9745026230430085,-0.5000084638213877,1
ar-ar_docsection_readme-i0-ar-o1-ll-c1-fe-3ccec6640965,ar_docsection_readme,AR,AR,-0.3137327730655599,-1.3137588497538673,-1.0000260766883073,1
ar-ar_docsection_readme-i0-ar-o1-ll-c1-fh-dbe406fa1dbd,ar_docsection_readme,AR,AR,-0.8263483643531728,-0.5763599275860543,0.24998843676711857,1
ar-ar_docsection_readme-i0-ar-o1-ln-c0-fe-1f57358802c9,ar_docsection_readme,AR,AR,-0.22587764263152366,-1.6008809804857265,-1.3750033378542028,1
ar-ar_docsection_readme-i0-ar-o1-ln-c0-fh-b5ad8c04b6dd,ar_docsection_readme,AR,AR,-0.5763582587242055,-0.8263592123979606,-0.2500009536737551,1
ar-ar_docsection_readme-i0-ar-o1-ln-c1-fe-2d6645fe6893,ar_docsection_readme,AR,AR,-0.2815459370613027,-1.4065504073992088,-1.125004470337906,1
ar-ar_docsection_readme-i0-ar-o1-ln-c1-fh-0ed526726579,ar_docsection_readme,AR,AR,-0.7579917907714844,-0.6329932212819358,0.12499856948954857,1
ar-ar_docsection_readme-i0-ro-o0-ll-c0-fx-f4796f84c979,ar_docsection_readme,RO,AR,-0.7584586739539816,-0.6334585547447134,0.12500011920926823,1
ar-ar_docsection_readme-i0-ro-o0-ll-c1-fx-56c4e8363d8a,ar_docsection_readme,RO,AR,-0.1134371683001234,-2.2384370565414358,-2.1249998882413124,1
ar-ar_docsection_readme-i0-ro-o0-ln-c0-fx-afc47d2f0049,ar_docsection_readme,RO,AR,-0.7584914565086294,-0.6334915757178976,0.12499988079073177,1
ar-ar_docsection_readme-i0-ro-o0-ln-c1-fx-ed136d254429,ar_docsection_readme,RO,AR,-0.10084126144646888,-2.3508410453796387,-2.24999978393317,1
ar-ar_docsection_readme-i0-ro-o1-ll-c0-fx-6f6297160e21,ar_docsection_readme,RO,AR,-0.7588725090026784,-0.6338725090026784,0.125,1
ar-ar_docsection_readme-i0-ro-o1-ll-c1-fx-407bc5aa72bf,ar_docsection_readme,RO,AR,-0.0895131006836607,-2.4645129442214895,-2.374999843537829,1
ar-ar_docsection_readme-i0-ro-o1-ln-c0-fx-2904352936bf,ar_docsection_readme,RO,AR,-0.7588314414024282,-0.6338314414024282,0.125,1
ar-ar_docsection_readme-i0-ro-o1-ln-c1-fx-7703a1d81a7e,ar_docsection_readme,RO,AR,-0.049118407070629644,-3.049118399620049,-2.9999999925494194,1
ar-ar_docsection_readme-i1-ar-o0-ll-c0-fe-320d1ead41a6,ar_docsection_readme,AR,AR,-0.07908070087410124,-2.579080104827881,-2.4999994039537796,1
ar-ar_docsection_readme-i1-ar-o0-ll-c0-fh-2ec558b1f9fa,ar_docsection_readme,AR,AR,-0.14291471242893294,-2.017914295196533,-1.8749995827676003,1
ar-ar_docsection_readme-i1-ar-o0-ll-c1-fe-b28d60470a3c,ar_docsection_readme,AR,AR,-0.05511938035482444,-2.9301192760467245,-2.8749998956919,1
ar-ar_docsection_readme-i1-ar-o0-ll-c1-fh-bd7b39725ebb,ar_docsection_readme,AR,AR,-0.1800773143767742,-1.805077195167513,-1.6249998807907389,1
ar-ar_docsection_readme-i1-ar-o0-ln-c0-fe-485bb101110a,ar_docsection_readme,AR,AR,-0.07907372713086147,-2.579073429107666,-2.4999997019768045,1
ar-ar_docsection_readme-i1-ar-o0-ln-c0-fh-77d07c090af6,ar_docsection_readme,AR,AR,-0.14289046823978424,-2.017890453338623,-1.8749999850988388,1
ar-ar_docsection_readme-i1-ar-o0-ln-c1-fe-8196c6dca5b0,ar_docsection_readme,AR,AR,-0.055107414722414205,-2.930107235908501,-2.874999821186087,1
ar-ar_docsection_readme-i1-ar-o0-ln-c1-fh-d74ee5e1293b,ar_docsection_readme,AR,AR,-0.14296986162659664,-2.0179696083068848,-1.8749997466802881,1
ar-ar_docsection_readme-i1-ar-o1-ll-c0-fe-fe35bc2427d1,ar_docsection_readme,AR,AR,-0.42931815981862087,-1.054322719562606,-0.625004559743985,1
ar-ar_docsection_readme-i1-ar-o1-ll-c0-fh-012580854bbb,ar_docsection_readme,AR,AR,-0.47451639175412197,-0.9745266436984821,-0.5000102519443601,1
ar-ar_docsection_readme-i1-ar-o1-ll-c1-fe-7f20af2abfa1,ar_docsection_readme,AR,AR,-0.2018100470304418,-1.7018343207237194,-1.5000242736932776,1
ar-ar_docsection_readme-i1-ar-o1-ll-c1-fh-853053bd2867,ar_docsection_readme,AR,AR,-0.3872549831867147,-1.137261509873042,-0.7500065266863274,1
ar-ar_docsection_readme-i1-ar-o1-ln-c0-fe-2f070523da05,ar_docsection_readme,AR,AR,-0.34890615940093284,-1.2239074707021018,-0.875001311301169,1
ar-ar_docsection_readme-i1-ar-o1-ln-c0-fh-e32632c86c9f,ar_docsection_readme,AR,AR,-0.6330253481864858,-0.758026182651065,-0.1250008344645792,1
ar-ar_docsection_readme-i1-ar-o1-ln-c1-fe-7994c5aad430,ar_docsection_readme,AR,AR,-0.20175595581531525,-1.701763033842326,-1.5000070780270107,1
ar-ar_docsection_readme-i1-ar-o1-ln-c1-fh-13c982994e35,ar_docsection_readme,AR,AR,-0.4290485978126526,-1.0540496110910453,-0.6250010132783927,1
ar-ar_docsection_readme-i1-ro-o0-ll-c0-fx-ce1101144f01,ar_docsection_readme,RO,AR,-0.6939329504966452,-0.6939328312873769,1.1920926823449918e-07,1
ar-ar_docsection_readme-i1-ro-o0-ll-c1-fx-91f2c13bd5c1,ar_docsection_readme,RO,AR,-0.07932857424017925,-2.579328417778008,-2.499999843537829,1
ar-ar_docsection_readme-i1-ro-o0-ln-c0-fx-e08a994b771e,ar_docsection_readme,RO,AR,-0.7584752440452576,-0.6334754824638082,0.12499976158144932,1
ar-ar_docsection_readme-i1-ro-o0-ln-c1-fx-1e3c3e4cdf81,ar_docsection_readme,RO,AR,-0.0703899860382009,-2.695389747619629,-2.624999761581428,1
ar-ar_docsection_readme-i1-ro-o1-ll-c0-fx-ed6c9056b99b,ar_docsection_readme,RO,AR,-0.8991442918777395,-0.5241442918777395,0.375,1
ar-ar_docsection_readme-i1-ro-o1-ll-c1-fx-8dabef53fd18,ar_docsection_readme,RO,AR,-0.10077100247141857,-2.350770831108086,-2.2499998286366676,1
ar-ar_docsection_readme-i1-ro-o1-ln-c0-fx-c582607f9aa8,ar_docsection_readme,RO,AR,-0.7588464021682739,-0.6338464021682739,0.125,1
