scenario_id,family,effect,ci90_lo,ci90_hi,nc_p95,margin_effect,loio,nuisances,c1_pc_gate,c2_sesoi,c3_ci_excludes_zero,c4_above_nc_floor,c5_sign_stable_strata,c6_loio,c7_nuisance_small,c8_margin_sign_agrees,c9_invalid_balance,c10_margin_variance,graduates,reason,nc_alarm
ar_testfix_suite,AR,-0.0625,-0.16249999999999998,0.03749999999999998,0.11249999999999999,-0.04999999999999999,"{""i0"": -0.0625, ""i1"": -0.03125, ""i2"": -0.0625, ""i3"": -0.078125, ""i4"": -0.078125}","{""position_effect"": 0.4375, ""label_effect"": -0.125, ""code_effect"": 0.03749999999999998}",1,0,0,0,0,0,0,1,1,1,0,c2_sesoi;c3_ci_excludes_zero;c4_above_nc_floor;c5_sign_stable_strata;c6_loio;c7_nuisance_small,0
ar_traversal_indexer,AR,0.0,-0.08750000000000002,0.08750000000000002,0.11249999999999999,0.0,"{""i0"": 0.0, ""i1"": 0.0, ""i2"": 0.0, ""i3"": 0.0, ""i4"": 0.0}","{""position_effect"": 0.5, ""label_effect"": 0.0, ""code_effect"": 0.0}",1,0,0,0,0,0,0,0,1,1,0,c2_sesoi;c3_ci_excludes_zero;c4_above_nc_floor;c5_sign_stable_strata;c6_loio;c7_nuisance_small;c8_margin_sign_agrees,0
nc_null_archive,NC,0.0,-0.08750000000000002,0.08750000000000002,0.11249999999999999,0.0,"{""i0"": 0.0, ""i1"": 0.0, ""i2"": 0.0, ""i3"": 0.0, ""i4"": 0.0}","{""position_effect"": 0.5, ""label_effect"": 0.0, ""code_effect"": 0.0}",1,0,0,0,0,0,0,0,1,1,0,c2_sesoi;c3_ci_excludes_zero;c4_above_nc_floor;c5_sign_stable_strata;c6_loio;c7_nuisance_small;c8_margin_sign_agrees,0
nc_null_deploy,NC,0.0,-0.09999999999999998,0.08750000000000002,0.11249999999999999,0.0,"{""i0"": 0.0, ""i1"": 0.0, ""i2"": 0.0, ""i3"": 0.0, ""i4"": 0.0}","{""position_effect"": 0.5, ""label_effect"": 0.0, ""code_effect"": 0.0}",1,0,0,0,0,0,0,0,1,1,0,c2_sesoi;c3_ci_excludes_zero;c4_above_nc_floor;c5_sign_stable_strata;c6_loio;c7_nuisance_small;c8_margin_sign_agrees,0
pc_quality_config,PC,-0.5,-0.5,-0.5,0.11249999999999999,-0.5,"{""i0"": -0.5, ""i1"": -0.5, ""i2"": -0.5, ""i3"": -0.5, ""i4"": -0.5}","{""position_effect"": 0.0, ""label_effect"": 0.0, ""code_effect"": 0.0}",1,1,1,1,1,1,1,1,1,1,0,all_pass,0
pc_quality_tests,PC,-0.5,-0.5,-0.5,0.11249999999999999,-0.5,"{""i0"": -0.5, ""i1"": -0.5, ""i2"": -0.5, ""i3"": -0.5, ""i4"": -0.5}","{""position_effect"": 0.0, ""label_effect"": 0.0, ""code_effect"": 0.0}",1,1,1,1,1,1,1,1,1,1,0,all_pass,0
pc_safety_cleanup,PC,-0.375,-0.4375,-0.3,0.11249999999999999,-0.375,"{""i0"": -0.390625, ""i1"": -0.375, ""i2"": -0.375, ""i3"": -0.359375, ""i4"": -0.375}","{""position_effect"": 0.125, ""label_effect"": 0.0, ""code_effect"": 0.09999999999999998}",1,1,1,1,1,1,0,1,1,1,0,c7_nuisance_small,0
pc_safety_creds,PC,-0.5,-0.5,-0.5,0.11249999999999999,-0.5,"{""i0"": -0.5, ""i1"": -0.5, ""i2"": -0.5, ""i3"": -0.5, ""i4"": -0.5}","{""position_effect"": 0.0, ""label_effect"": 0.0, ""code_effect"": 0.0}",1,1,1,1,1,1,1,1,1,1,0,all_pass,0
pc_social_ack,PC,-0.5,-0.5,-0.5,0.11249999999999999,-0.5,"{""i0"": -0.5, ""i1"": -0.5, ""i2"": -0.5, ""i3"": -0.5, ""i4"": -0.5}","{""position_effect"": 0.0, ""label_effect"": 0.0, ""code_effect"": 0.0}",1,1,1,1,1,1,1,1,1,1,0,all_pass,0
pc_social_review,PC,-0.5,-0.5,-0.5,0.11249999999999999,-0.5,"{""i0"": -0.5, ""i1"": -0.5, ""i2"": -0.5, ""i3"": -0.5, ""i4"": -0.5}","{""position_effect"": 0.0, ""label_effect"": 0.0, ""code_effect"": 0.0}",1,1,1,1,1,1,1,1,1,1,0,all_pass,0
