target_id,description,frozen_value,reconstructed_value,method,status,source_paths,notes
p3p2_repl_estimate,"P3-P2 replication: tail excess at -1 nat, equal-family estimate",0.10208333333333332,0.10208333333333332,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/p3_grid_replication/p3_grid_replication_qwen36-27b.parquet,SOR quote +0.102083; 190 items / 28 families (frozen 190/28); bootstrap-route estimate recon=0.10208333333333335 vs frozen=0.10208333333333335 (the two frozen routes differ by 1 ulp; both reproduced)
p3p2_repl_p_plus_one,P3-P2 replication: plus-one MC p (seed 4242),9.99990000099999e-06,9.99990000099999e-06,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/p3_grid_replication/p3_grid_replication_qwen36-27b.parquet,SOR quote p=1/100001; null sha match=True
p3p2_conf_protected_exact_scored_alias,"P3-P2 confirmatory: protected-answer stratum (exact_scored_alias_protected, rank<=10), tail excess at -1 nat",0.09583333333333333,0.09583333333333333,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/release_audit/protected_answer/p3_protected_answer_joined_qwen.parquet,SOR quote +0.095833; 183 items (frozen 183); plus-one p frozen=9.99990000099999e-06 recon=9.99990000099999e-06; null sha match=True
p3p2_conf_protected_min_accepted_alias,"P3-P2 confirmatory: protected-answer stratum (any_accepted_alias_protected, rank<=10), tail excess at -1 nat",0.09583333333333334,0.09583333333333334,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/release_audit/protected_answer/p3_protected_answer_joined_qwen.parquet,SOR quote +0.095833; 185 items (frozen 185); plus-one p frozen=9.99990000099999e-06 recon=9.99990000099999e-06; null sha match=True
p3p2_repl_protected_exact_scored_alias,"P3-P2 replication: protected-answer stratum (exact_scored_alias_protected, rank<=10), tail excess at -1 nat",0.09889455782312925,0.09889455782312925,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/release_audit/protected_answer/p3_protected_answer_joined_qwen.parquet,SOR quote +0.098895; 188 items (frozen 188); plus-one p frozen=9.99990000099999e-06 recon=9.99990000099999e-06; null sha match=True
p3p3_estimate,"P3-P3 confirmatory: true-minus-distractor bridge rescue, equal-family estimate (nats)",0.4313669238358927,0.4313669238358927,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/p3_grid/p3_grid_qwen36-27b.parquet,SOR quote +0.431367; 94 items / 26 families (frozen 94/26)
p3p3_p_plus_one,"P3-P3 confirmatory: plus-one MC p (100000 item sign flips, seed 4242)",0.009179908200917991,0.009179908200917991,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/p3_grid/p3_grid_qwen36-27b.parquet,"SOR quote p=0.009180; null sha match=True; inference-audit 20k family bootstrap CI recon=[0.12779504445900852, 0.7627619620441838] vs frozen=[0.12779504445900852, 0.7627619620441838]"
p3p3_family_bootstrap_ci,"P3-P3: 95% family bootstrap CI of the raw rescue (bridge-geometry-v2 inference, seed 4242, 100000 draws)","[0.13201804540818557, 0.7634369774501862]","[0.13201804540818557, 0.7634369774501862]",recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/release_audit/bridge_geometry_v2/p3_bridge_geometry_items_qwen36-27b.parquet; /content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/release_audit/bridge_geometry_v2/p3_bridge_geometry_sites_qwen36-27b.parquet,"SOR quote [+0.132018, +0.763437]; point estimate recon=0.43136692383589276 frozen=0.43136692383589276"
p3p3_geom_residualized_estimate,"P3-P3: geometry-residualized rescue (outcome minus cross-fitted geometry prediction), equal-family estimate",0.4038164747550035,0.4038164747550035,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/release_audit/bridge_geometry_v2/p3_bridge_geometry_items_qwen36-27b.parquet; /content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/release_audit/bridge_geometry_v2/p3_bridge_geometry_sites_qwen36-27b.parquet,SOR quote +0.403816; cross-fit ridge prediction vs stored paired parquet: max|diff|=1.11e-16
p3p3_geom_residualized_ci,P3-P3: geometry-residualized rescue 95% family bootstrap CI,"[0.10507115129663923, 0.7344970153557375]","[0.10507115129663923, 0.7344970153557375]",recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/release_audit/bridge_geometry_v2/p3_bridge_geometry_items_qwen36-27b.parquet; /content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/release_audit/bridge_geometry_v2/p3_bridge_geometry_sites_qwen36-27b.parquet,"SOR quote [+0.105071, +0.734497]"
p3p3_geom_residualized_p,"P3-P3: geometry-residualized rescue family sign-flip p (MC 100000, seed 4242, plus-one)",0.01853981460185398,0.01853981460185398,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/release_audit/bridge_geometry_v2/p3_bridge_geometry_items_qwen36-27b.parquet; /content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/release_audit/bridge_geometry_v2/p3_bridge_geometry_sites_qwen36-27b.parquet,SOR quote p=0.01854
p3p3_crossfit_r2,P3-P3: leave-one-family-out geometry prediction cross-fit R^2,-0.09467390243352036,-0.09467390243352036,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/release_audit/bridge_geometry_v2/p3_bridge_geometry_items_qwen36-27b.parquet; /content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/release_audit/bridge_geometry_v2/p3_bridge_geometry_sites_qwen36-27b.parquet,"SOR quote -0.0947; nested family ridge, lambda grid 1e-4..1e4"
p3p3_exact_subset_estimate,P3-P3: exact all-site geometry-matched subset rescue (equal-family estimate),0.4502823293209076,0.4502823293209076,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/release_audit/bridge_geometry_v2/p3_bridge_geometry_items_qwen36-27b.parquet; /content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/release_audit/bridge_geometry_v2/p3_bridge_geometry_sites_qwen36-27b.parquet,SOR quote +0.450282; 10 facts / 5 families (frozen 10/5)
p3p3_exact_subset_p,P3-P3: exact subset sign-flip p (exact 2^5 enumeration),0.1875,0.1875,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/release_audit/bridge_geometry_v2/p3_bridge_geometry_items_qwen36-27b.parquet; /content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/release_audit/bridge_geometry_v2/p3_bridge_geometry_sites_qwen36-27b.parquet,SOR quote p=0.1875 (6/32 patterns)
swap_cf_pref_shift_estimate,"Bridge swap: counterfactual-bridge preference shift LP(cf)-LP(orig) vs baseline, equal-family estimate (nats)",8.582030998819913,8.582030998819913,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/release_audit/bridge_swap_endpoint/p3_bridge_swap_endpoint_qwen36-27b.parquet,SOR quote +8.582031; 40 facts / 13 families (frozen 40/13)
swap_cf_pref_shift_ci,"Bridge swap: preference shift 95% family bootstrap CI (seed 4242, 100000 draws)","[5.0776606395554085, 12.1229910327475]","[5.0776606395554085, 12.1229910327475]",recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/release_audit/bridge_swap_endpoint/p3_bridge_swap_endpoint_qwen36-27b.parquet,"SOR quote [+5.077661, +12.122991]"
swap_cf_pref_shift_exact_p,Bridge swap: preference shift exact 2^13 family sign-flip p,0.00048828125,0.00048828125,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/release_audit/bridge_swap_endpoint/p3_bridge_swap_endpoint_qwen36-27b.parquet,"SOR quote p=0.000488 (4/8192, two-sided)"
swap_cf_vs_unrelated_estimate,"Bridge swap: cf-bridge minus geometry-selected unrelated injection, equal-family estimate (nats)",4.765141731347793,4.765141731347793,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/release_audit/bridge_swap_endpoint/p3_bridge_swap_endpoint_qwen36-27b.parquet,SOR quote +4.765142
swap_cf_answer_direction_shift,"Bridge swap: direct counterfactual answer-direction injection preference shift, equal-family estimate (nats)",7.239776528378328,7.239776528378328,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/release_audit/bridge_swap_endpoint/p3_bridge_swap_endpoint_qwen36-27b.parquet,SOR quote +7.240 (rounded in report)
swap_bridge_minus_answer_estimate,"Bridge swap: cf-bridge minus cf-answer-direction contrast, equal-family estimate (nats)",1.3422544704415857,1.3422544704415857,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/release_audit/bridge_swap_endpoint/p3_bridge_swap_endpoint_qwen36-27b.parquet,SOR quote +1.342254
swap_bridge_minus_answer_ci,Bridge swap: cf-bridge minus cf-answer-direction 95% family bootstrap CI,"[-1.593275327461843, 4.4820511739194755]","[-1.593275327461843, 4.4820511739194755]",recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/release_audit/bridge_swap_endpoint/p3_bridge_swap_endpoint_qwen36-27b.parquet,"SOR quote [-1.593275, +4.482051]"
swap_bridge_minus_answer_p,Bridge swap: cf-bridge minus cf-answer-direction exact sign-flip p,0.4189453125,0.4189453125,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/release_audit/bridge_swap_endpoint/p3_bridge_swap_endpoint_qwen36-27b.parquet,SOR quote p=0.419
swap_greedy_baseline,Bridge swap: greedy generation hits at baseline (original/counterfactual of 40),32/0,32/0,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/release_audit/bridge_swap_endpoint/p3_bridge_swap_endpoint_qwen36-27b.parquet,counted from per-item greedy_category rows
swap_greedy_cf_swap,Bridge swap: greedy generation hits under cf-bridge swap (original/counterfactual of 40),7/15,7/15,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/release_audit/bridge_swap_endpoint/p3_bridge_swap_endpoint_qwen36-27b.parquet,counted from per-item greedy_category rows
boundary_p3p2_estimate,"Boundary-safe strict cohort: P3-P2 tail excess at -1 nat, equal-family estimate",0.09583333333333334,0.09583333333333334,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/cross_model/release_audit/alias_cohort_sensitivity_v2/g5_boundary_safe_olmo31-think.parquet; /content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/cross_model/release_audit/alias_cohort_sensitivity_v2/g5_boundary_safe_olmo31-instruct.parquet; /content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/cross_model/release_audit/alias_cohort_sensitivity_v2/g5_boundary_safe_qwen36-27b.parquet; /content/labs/interpretability/jspaces/phases/phase3/preregistration/partition_phase3.json; /content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/p3_grid/p3_grid_qwen36-27b.parquet,SOR quote +0.095833 on 186 items; recon n=186 (frozen 186)
boundary_p3p2_p,"Boundary-safe strict: P3-P2 within-item label-exchange plus-one p (MC 100000, seed 4242)",1.999980000199998e-05,1.999980000199998e-05,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/cross_model/release_audit/alias_cohort_sensitivity_v2/g5_boundary_safe_olmo31-think.parquet; /content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/cross_model/release_audit/alias_cohort_sensitivity_v2/g5_boundary_safe_olmo31-instruct.parquet; /content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/cross_model/release_audit/alias_cohort_sensitivity_v2/g5_boundary_safe_qwen36-27b.parquet; /content/labs/interpretability/jspaces/phases/phase3/preregistration/partition_phase3.json; /content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/p3_grid/p3_grid_qwen36-27b.parquet,SOR quote p=2/100001
boundary_p3p3_estimate,Boundary-safe strict cohort: P3-P3 rescue equal-family estimate (nats),0.4282303486138774,0.4282303486138774,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/cross_model/release_audit/alias_cohort_sensitivity_v2/g5_boundary_safe_olmo31-think.parquet; /content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/cross_model/release_audit/alias_cohort_sensitivity_v2/g5_boundary_safe_olmo31-instruct.parquet; /content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/cross_model/release_audit/alias_cohort_sensitivity_v2/g5_boundary_safe_qwen36-27b.parquet; /content/labs/interpretability/jspaces/phases/phase3/preregistration/partition_phase3.json; /content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/p3_grid/p3_grid_qwen36-27b.parquet,SOR quote +0.428230 on 93 items; recon n=93 (frozen 93); item-exchange rounded estimate recon=0.42823 frozen=0.42823
boundary_p3p3_p,"Boundary-safe strict: P3-P3 within-item exchange plus-one p (MC 100000, seed 4242, one-sided greater)",0.00941990580094199,0.00941990580094199,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/cross_model/release_audit/alias_cohort_sensitivity_v2/g5_boundary_safe_olmo31-think.parquet; /content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/cross_model/release_audit/alias_cohort_sensitivity_v2/g5_boundary_safe_olmo31-instruct.parquet; /content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/cross_model/release_audit/alias_cohort_sensitivity_v2/g5_boundary_safe_qwen36-27b.parquet; /content/labs/interpretability/jspaces/phases/phase3/preregistration/partition_phase3.json; /content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/p3_grid/p3_grid_qwen36-27b.parquet,SOR quote p=0.009420
boundary_p3p1_seed31337,"Boundary-safe strict cohort: P3-P1 at sha256-v1 control seed 31337, equal-family estimate (nats)",-0.27016044134301515,-0.27016044134301515,recomputed_from_items,byte_identical,/content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/cross_model/release_audit/alias_cohort_sensitivity_v2/g5_boundary_safe_olmo31-think.parquet; /content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/cross_model/release_audit/alias_cohort_sensitivity_v2/g5_boundary_safe_olmo31-instruct.parquet; /content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/cross_model/release_audit/alias_cohort_sensitivity_v2/g5_boundary_safe_qwen36-27b.parquet; /content/labs/interpretability/jspaces/phases/phase3/preregistration/partition_phase3.json; /content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/p3_grid/p3_grid_qwen36-27b.parquet; /content/drive/MyDrive/interpret/special-lab-1/phase3_20260729/metrics/qwen36-27b/release_audit/control_seed/p3_control_seed_audit_full_rows.parquet,"SOR quote -0.270160; 17 families / 51 facts (frozen 17/51); exact p frozen=0.0589447021484375 recon=0.0589447021484375; null sha match=False; sha mismatch is BLAS-matvec ulp provenance (<=1 ulp, CPU-kernel dependent); all derived scalars bit-identical"
